ID,Unit,Altname,Texts (lookup),Persons (lookup),Places (lookup)
ETH2189Wardii,Wardiiq,,,,
ETH2190Wargeh,Warǧǝh,"Warǧih, Wargeh, Wargar, Wegar",,,
ETH2191Wargii,Wärǧii Tuulama,,,,
ETH2192WarraB,Wärra Babbo,,,,
ETH2193WarraD,Wärrä Daya,Dayya,,,
ETH2194WarraQ,Warra Qaallu,Wärrä Qallu,,,
ETH2195Warrat,Wärrä Ṭayyä,,,,
ETH2196WarraW,Wärrä Wayyu,,,,
ETH2197Warsan,Warsangali,Warsangeeli,,,
ETH2198Warya,Warya,,,,
ETH2199Wayto,Wäyṭo,,,,
ETH2200Wayyu,Wayyu,,,,
ETH2201Wayza,Wäyza,,,,
ETH2202Welbar,Wǝlbaräg,"Wulbaräg, Hulbaräg, Ulbaräg, Ourlbaragué",,,
ETH2203Werib,Wǝrib,,,,
ETH2204Wuriro,Wuriro,Wǝriro,,,
ETH2205Wiitto,Wiitto-Giira,Wito-Giira,,,
ETH2206Wobbar,Wobbara,,,,
ETH2207Wogace,Wogače,,,,
ETH2208Wogats,Wogatše,,,,
ETH2209Woqate,Woqate,,,,
ETH2210Woiso,Woiśʾo,,,,
ETH2211Woriid,Woriidi,,,,
ETH2212WYTL,WYTL,,,,
ETH2213Yaaku,Yaaku,,,,
ETH2214Yabadi,Yäbadi,,,,
ETH2215Yaga,Yaga,,,,
ETH2216Yahaab,Yahaabur,,,,
ETH2217Yakkaa,Yakkaa,Yäkka,,,
ETH2218Yaliyy,Yaliyyaṭǝb,,,,
ETH2219Yam,Yäm,"Ǧanǧäro, Yämsa, Yem, Yemma",,,
ETH2220Yamari,Yamaričo,,,,
ETH2221Yanaas,Yanaase,,,,
ETH2222Yaqote,Yäqotǝb,,,,
ETH2223Yaqubt,Yaʿqubto,,,,
ETH2224Yaqula,Yaqula,,,,
ETH2225Yaqumb,Yäqumbäl,,,,
ETH2226Yelman,Yǝlmana,,,,
ETH2227Yenaqw,Yǝnäqwamt,,,,
ETH2228YGd,YGʿḎ,,,,
ETH2229Yibir,Yibir,,,,
ETH2230YofisG,Yōfis Gāša,,,,
ETH2231Yoira,Yoira,,,,
ETH2232Yoruba,Yoruba,,,,
ETH2233Yuusuf,Yuusuf,,,,
ETH2234Zaa,Zaa,,,,
ETH2235Zada,Zadʾa,,,,
ETH2236Zafit,Zäfit,,,,
ETH2237Zala,Zala,,,,
ETH2238Zalan,Zälan,,,,
ETH2239ZamanB,Zaman Bara,,,,
ETH2240Zamute,Zamute,,,,
ETH2241Zanafi,Zanāfiǧ,,,,
ETH2242Zara,Žära,,,,
ETH2243Zargul,Zargulla,,,,
ETH2244Zarit,Zärʾit,,,,
ETH2245Zatta,Zatta,,,,
ETH2246Zawra,Zawra,,,,
ETH2247Zay,Zay,Zway,,,
ETH2248Zayse,Zayse,,,,
ETH2249Zazo,Zazo,,,,
ETH2250ZebanB,Zǝban Bur,,,,
ETH2251ZebanS,Zǝban Säraw,,,,
ETH2252Zebdar,Zebdar,,,,
ETH2253ZellaA,Zellaʿ ʿAre,,,,
ETH2254Zoba,Zoba,,,,
ETH2255Zolo,Zolo,,,,
ETH2256Zomba,Zomba,,,,
ETH2257Zulu,Zulu,,,,
ETH2258Zute,Zute,,,,
ETH2259Zuza,Zuza,,,,
