ID,Place,Place,Place,Coordinates,Type,Region,Texts related (lookup),MSS related (lookup)
LOC4196Kwemal,Kwǝmal,,,,reg.,,,
LOC4197KwenoR,Kwǝno Räddaʾ,,,,reg.,,,
LOC4198Kwiha,Kwiḥa,,,,pl.n.,,,
LOC4199Kyoto,Kyoto,,,,town,,,
LOC4200Kyrene,Kyrene,,,,reg.,,,
LOC4201LaHaze,Lā Ḥazén,,,,pl.n.,,,
LOC4202LaaMad,Laʾa Mädḫane ʿAläm,,,,mon.,,,
LOC4203Laaloo,Laaloo,,,,ethn.,,,
LOC4204Laatre,Läʾatrǝfo Giyorgis,,,,church,,,
LOC4205Labqa,Läbqa,,,,riv.,,,
LOC4206Labuk,Labuk,,,,pl.n.,,,
LOC4207Lacana,Lacanau,,,,town,,,
LOC4208LadaUt,Ladaʿ ʿUṯmān,,,,gov.,,,
LOC4209LafaIi,Lafa-ʿIise,,,,pl.n.,,,
LOC4210Lafole,Lafole,,,,pl.n.,,,
LOC4211Lafto,Lafto,,,,reg.,,,
LOC4212Lag,Läg,,,,reg.,,,
LOC4213LagaDa,Läga Dadi,,,,pl.n.,,,
LOC4214LagaDi,Laga Dimbi,,,,pl.n.,,,
LOC4215LagaGa,Läga Gäfra,,,,arch. site,,,
LOC4216LagaGa,Laga Gare,,,,pl.n.,,,
LOC4217LagaGo,Läga Gora,,,,reg.,,,
LOC4218LagaHa,Laga Hardim,,,,reg.,,,
LOC4219LagaHi,Läga Hidda,Läggahidda,,,reg.,,,
LOC4220LagaOd,Laga Oda,,,,arch.,,,
LOC4221Lagama,Lagamara,,,,reg.,,,
LOC4222Lagama,Lagamara Gibe,Nonno Gibe,,,riv.,,,
LOC4223Lagamb,Lägambo,Läggambo,Legambo,,pl.n.,,,
LOC4224Lagamb,Lägambo,,,,wär.,,,
LOC4225Lagara,Lagarafto,,,,reg.,,,
LOC4226Lagaso,Lägaso,,,,mon.,,,
LOC4227Lagena,Lagenaria,,,,bot.,,,
LOC4228Lajo,Läǧo,,,,mt.,,,
LOC4229Lajo,Läǧo,,,,town,,,
LOC4230Lagos,Lagos,,,,country,,,
LOC4231Lahagi,Lahagi,,,,town,,,
LOC4232Lahele,Lähǝlen Maryam Ṣǝyon,,,,church,,,
LOC4233Lahlay,Lählay Fǝččoqwa,,,,arch. site,,,
LOC4234Lahme,Lahme,,,,pl.n.,,,
LOC4235Lajazz,Lajazzo,Āyās,,,port,,,
LOC4236Laken,Laken,,,,mil.,,,
LOC4237Lakma,Läkma,,,,pl.n.,,,
LOC4238LalayA,Laʿlay ʿAddi,,,,arch. site,,,
LOC4239LalayA,Laʿlay Adyabo,,,,district,,,
LOC4240LalayS,Laʿlay Ṣǝraʿ,,,,pl.n.,,,
LOC4241LalayW,Laʿlay Wǝqro,,,,district,,,
LOC4242LaliKa,Laʿli Kärän,,,,district,,,
LOC4243Laliba,Lalibäla,,,,arch. site,,,
LOC4244Laliba,Lalibäla,Roḥa,,,town,,,
LOC4245LaloMe,Lalo Mǝdǝr,,,,wär.,,,
LOC4246Lama,Lama,,,,pl.n.,,,
LOC4247Lamalm,Lämälmo,,,,pl.n.,,,
LOC4248Lamcan,Lämčän,,,,pl.n.,,,
LOC4249Lamdra,Lämdrara,,,,arch. site,,,
LOC4250Lamu,Lamu,,,,pl.n.,,,
LOC4251Lamul,Lamʾul,,,,town,,,
LOC4252Lamza,Lamza,,,,reg.,,,
LOC4253Langan,Langano,,,,lake,,,
LOC4254Laodic,Laodicea,Laodikeia,,,pl.n.,,,
LOC4255Laon,Laon,,,,cathedral,,,
LOC4256Laqamb,Laqamba,,,,mt.,,,
LOC4257Lasgor,Lasgori,,,,pl.n.,,,
LOC4258Laso,Lašo,,,,pl.n.,,,
LOC4259Lasta,Lasta,,,,reg.,,,
LOC4260Lat,Lat,,,,reg.,,,
LOC4261Lata,Lata,,,,pl.n.,,,
LOC4262Lausan,Lausanne,,,,town,,,
LOC4263Lawton,Lawton,,,,town,,,
LOC4264LayBet,Lay Bet Märḥabete,,,,reg.,,,
LOC4265LayGay,Lay Gayǝnt,,,,reg.,,,
LOC4266Laye,Laye,,,,well,,,
LOC4267Laylay,Laylay,,,,pl.n.,,,
LOC4268Lazica,Lazica,,,,reg.,,,
LOC4269Lebano,Lebanon,,,,country,,,
LOC4270Lebano,Lebanon,,,,mt.,,,
LOC4271Lecce,Lǝčče,,,,town,,,
LOC4272Ledata,Lǝdäta Maryam,,,,church,Addis Abäba,,
LOC4273Ledata,Lǝdäta,,,,church,Gondär,,
LOC4274LeddaG,Lǝdda Giyorgis,,,,church,,,
LOC4275Leeds,Leeds,,,,town,,,
LOC4276Lefole,Lefolé,,,,pl.n.,,,
LOC4277LejNeg,Lǝǧ Nǝguś,Liqä Nǝguś,,,pl.n.,,,
LOC4278Legmia,Legmía,,,,pl.n.,,,
LOC4279Lejome,Lǝǧome,,,,reg.,,,
LOC4280Leices,Leicester,,,,town,,,
LOC4281Leiden,Leiden,,,,town,,,
LOC4282Leipzi,Leipzig,,,,town,,,
LOC4283Lekku,Lekku,,,,pl.n.,,,
LOC4284LemanS,Lemän Śǝllase,Lemmän Śǝllase,,,church,,,
LOC4285Lemo,Lemo,,,,chiefdom,,,
LOC4286Lencic,Lenčiččo,,,,settl.,,,
LOC4287Lera,Lera,,,,town,,,
LOC4288LetMar,Lǝṭ Maräfiya,,,,pl.n.,,,
LOC4289LeukeK,Leuke Kome,,,,port,,,
LOC4290Leukos,Leukos Limen,,,,port,,,
LOC4291Leuven,Leuven,Louvain,,,town,,,
LOC4292Levant,Levant,,,,reg.,,,
LOC4293Levign,Lévignac-sur-Save,,,,pl.n.,,,
LOC4294Libahe,Libaheli,,,,pl.n.,,,
LOC4295Liban,Liban,,,,pl.n.,Eritrea,,
LOC4296LibanZ,Libän-Zǝqwala,,,,wär.,,,
LOC4297Liberi,Liberia,,,,country,,,
LOC4298Libo,Libo,,,,reg.,,,
LOC4299LiboKa,Libo-Kämkäm,,,,wär.,,,
LOC4300Libya,Libya,,,,country,,,
LOC4301Lichfi,Lichfield,,,,town,,,
LOC4302Liege,Liège,,,,town,,,
LOC4303Limmu,Limmu,,,,reg.,,,
LOC4304Limmu,Limmu,Limmu Gibe,,,riv.,,,
LOC4305LimmuE,Limmu Ǝnnarya,,,,kingdom,,,
LOC4306Limuli,Limulima,,,,pl.n.,,,
LOC4307Lipari,Lipari,,,,is.,,,
LOC4308LiqaNe,Liqä Nǝguś,,,,pl.n.,,,
LOC4309Lisbon,Lisbon,,,,town,,,
LOC4310Livorn,Livorno,,,,town,,,
LOC4311Lodapa,Lodapalinga,,,,mt.,,,
LOC4312Lodwar,Lodwar,,,,town,,,
LOC4313LofeLe,Lofe Leeqaa,,,,pl.n.,,,
LOC4314Loggit,Loggita,,,,waterfalls,,,
LOC4315Loggo,Loggo,Läggo,,,reg.,,,
LOC4316LoggoC,Loggo Ḉǝwa,Läggo Ḉǝwa,,,reg.,,,
LOC4317LoggoS,Loggo Särda,Läggo Särda,,,reg.,,,
LOC4318Logone,Logone-Birni,,,,pl.n.,,,
LOC4319Lokita,Lokitaung,,,,post,,,
LOC4320Lokmon,Lokmōna,,,,pl.n.,,,
LOC4321Lollib,Lollibaa,,,,reg.,,,
LOC4322Loma,Loma,,,,town,,,
LOC4323Loma,Loma,,,,wär.,,,
LOC4324Lombar,Lombardy,,,,reg.,,,
LOC4325London,London,,,,town,,,
LOC4326Longkw,Longkwey,,,,pl.n.,,,
LOC4327Looka,Looka,,,,reg.,,,
LOC4328Lorien,Lorient,,,,town,,,
LOC4329Loriyu,Loriyu,,,,plateau,,,
LOC4330Lorrac,Lörrach,,,,pl.n.,,,
LOC4331Los,Loš,,,,reg.,,,
LOC4332LosAng,Los Angeles,,,,town,,,
LOC4333Lote,Lote,,,,pl.n.,,,
LOC4334Lotill,Lotilla,,,,riv.,,,
LOC4335Lovang,Lovango,,,,kingdom,,,
LOC4336Lovere,Lovere,,,,town,,,
LOC4337Lowent,Löwenthal,,,,town,,,
LOC4338LowerL,Lower Loš,,,,reg.,,,
LOC4339LowerN,Lower Nubia,,,,reg.,,,
LOC4340Loya,Loya,,,,reg.,,,
LOC4341Loyada,Loyada,,,,pl.n.,,,
LOC4342Loza,Loza,,,,pl.n.,,,
LOC4343Lubeck,Lübeck,,,,town,,,
LOC4344Lucca,Lucca,,,,town,,,
LOC4345Lucern,Lucerne,,,,town,,,
LOC4346Lughay,Lughaya,,,,pl.n.,,,
LOC4347Lugo,Lugo,,,,settl.,,,
LOC4348LugoSa,Lugo Sakina,,,,pl.n.,,,
LOC4349alLuha,al-Luḥayya,,,,is.,,,
LOC4350Lulame,Lulamer,,,,pl.n.,,,
LOC4351LungoB,Lungo Buco,,,,pl.n.,,,
LOC4352Luq,Lūq,Lugh,Lugh Ferrandi; Luuq,,town,,,
LOC4353Luqa,Luqa,,,,settl.,,,
LOC4354Lusaka,Lusaka,,,,town,,,
LOC4355Lydda,Lydda,,,,town,,,
LOC4356alMaaf,al-Maʿāfir,Mapharitis,,,reg.,,,
LOC4357Maagwa,Maʿagwä Amanuʾel,,,,mon.,,,
LOC4358Maaqud,Mäʿaquddi,,,,pl.n.,,,
LOC4359Maaqud,Mäʿaquddi Yoḥannǝs Wäldä Nägwädgwad,Yoḥannǝs Mäʿaquddi,,,church,,,
LOC4360Maaraq,Maaraqo,,,,wär.,,,
LOC4361MaazaU,Maʿaza Umsayri,,,,reg.,,,
LOC4362Mabɖa,Mabɖa,,,,mt.,,,
LOC4363Macakk,Mäčakkäl,,,,reg.,,,
LOC4364Macakk,Mäčakkäl Amanuʾel,,,,town,,,
LOC4365Macedo,Macedonia,,,,reg.,,,
LOC4366Madhan,Mädḫane ʿAläm,,,,church,ʿAddi Gätät,,
LOC4367Madhan,Mädḫane ʿAläm,,,,church,Asmära,,
LOC4368Madhan,Mädḫane ʿAläm,,,,church,Ḉäḉäho s. Ḉäḉäho Mädḫane ʿAläm,,
LOC4369Madhan,Mädḫane ʿAläm,,,,church,Däbrä Tabor,,
LOC4370Madhan,Mädḫane ʿAläm,,,,church,Däse,,
LOC4371Madhan,Mädḫane ʿAläm,,,,church,Ǝnnämor,,
LOC4372Madhan,Mädḫane ʿAläm,,,,church,Gorgora,,
LOC4373Madhan,Mädḫane ʿAläm,,,,church,Männagäša,,
LOC4374Madhan,Mädḫane ʿAläm,,,,church,Mäqdäla,,
LOC4375Madhan,Mädḫane ʿAläm,,,,church,Rema,,
LOC4376Madhan,Mädḫane ʿAläm,,,,church,Rama,,
LOC4377Madhan,Mädḫane ʿAläm,,,,church,Säqoṭa,,
LOC4378Macmat,Mačmatǝs,,,,pl.n.,,,
LOC4379Macure,Mačure,,,,custom post,,,
LOC4380Macuri,Macuria,Muqurra,Makouria,,reg.,,,
LOC4381Madabb,Mädäbbär,,,,market,,,
LOC4382Madaba,Mädäbay,,,,pl.n.,,,
LOC4383Madaba,Mädäbay Tabor,,,,reg.,,,
LOC4384Madaba,Mädäbay Wäläl,,,,reg.,,,
LOC4385Madaba,Mädäbay Zana,,,,reg.,,,
LOC4386Madaga,Madagascar,,,,is.,,,
LOC4387Madage,Mädage,,,,pl.n.,,,
LOC4388Madara,Mädära,,,,pl.n.,,,
LOC4389alMada,al-Maḍāriba,,,,pl.n.,,,
LOC4390Madayi,Madayin,,,,reg.,,,
LOC4391Madayo,Mädayo,,,,awr.,,,
LOC4392Madbar,Mädbära,,,,riv.,,,
LOC4393Mado,Mädo,,,,is.,,,
LOC4394Madrid,Madrid,,,,town,,,
LOC4395Maedaw,Maʿǝdaway,,,,pl.n.,,,
LOC4396Maekal,Maʿǝkäl,,,,zoba,,,
LOC4397Maekal,Maʿǝkäl Serfa,,,,reg.,,,
LOC4398Maesso,Mäʾesso,,,,pl.n.,,,
LOC4399Mafad,Mafäd,,,,reg.,,,
LOC4400Mafud,Mafud,,,,reg.,,,
LOC4401Magaad,Magaadoo,,,,lake,,,
LOC4402Magac,Mägäḉ,Megeḉ,,,riv.,,,
LOC4403Magalo,Mägälo,,,,town,,,
LOC4404Magara,Mägaräǧa,,,,pl.n.,,,
LOC4405Magare,Magarǝḥ,,,,reg.,,,
LOC4406Magary,Mägarya Ṣämri,,,,pl.n.,,,
LOC4407Magarq,Magärqa,,,,pl.n.,,,
LOC4408Majate,Maǧäte,,,,town,,,
LOC4409Magaza,Mägäzäz,,,,mt.,,,
LOC4410Magda,Magda,,,,pl.n.,,,
LOC4411MagfaH,Mägfa Ḥanṣi,,,,reg.,,,
LOC4412Maghre,Maghreb,,,,reg.,,,
LOC4413Maji,Maǧi,,,,reg.,,,
LOC4414MajiMa,Maǧi Malhess,,,,arch. site,,,
LOC4415Majit,Mäǧit,,,,shrine,,,
LOC4416Magu,Mäguʿ,,,,town,,,
LOC4417Magwin,Mägwina,,,,mon.,,,
LOC4418Magyac,Magyača,,,,riv.,,,
LOC4419Mahaba,Mahabalipuram,,,,temple town,,,
LOC4420Mahaba,Mäḥabärä Dǝyagwe,,,,arch. site,,,
LOC4421Mahagg,Mäḥaggǝl,,,,reg.,,,
LOC4422MahalA,Mähal Amba,Gädäbano,,,town,,,
LOC4423MahalM,Mähal Meda,,,,town,,,
LOC4424MahalT,Mahal Telignos,,,,site,,,
LOC4425MahalW,Mähal Wänz,,,,pl.n.,,,
LOC4426Mahall,Maḥallat Rūḫ,,,,pl.n.,,,
LOC4427Mahall,Maḥallī,,,,mosque,Gurage,,
LOC4428Mahara,Mahara,,,,plain,,,
LOC4429Maharr,Maḥarraqa,,,,pl.n.,,,
LOC4430Mahbar,Maḫbärä Ḥawaryat Śǝllase,,,,church,,,
LOC4431Mahbar,Maḫbärä Śǝllase,,,,mon.,,,
LOC4432Mahdar,Maḫdärä Maryam,,,,mon.,,,
LOC4433Mahdar,Maḫdärä Sǝbḥat Lǝdätä Maryam,,,,church,,,
LOC4434MahelZ,Maḥǝl Zäge Giyorgis,,,,church,,,
LOC4435Mahlab,Mäḥlab,,,,settl.,,,
LOC4436Mahra,Mahra,,,,reg.,,,
LOC4437Mahram,Maḥram Bilqīs,,,,site,,,
LOC4438Maid,Maiḍ,,,,pl.n.,,,
LOC4439Main,Maʿīn,,,,kingdom,,,
LOC4440Mainz,Mainz,,,,town,,,
LOC4441Maisso,Mäʾisso,,,,pl.n.,,,
LOC4442Maiuma,Maiuma,,,,pl.n.,,,
LOC4443Makaar,Mäkaʿarabur,,,,settl.,,,
LOC4444Makal,Maʾkäl,,,,zoba,,,
LOC4445Makan,Mäkan,,,,pass,,,
LOC4446Makana,Makana,,,,chiefdom,,,
LOC4447Makana,Mäkanä Akǝst,,,,mon.,,,
LOC4448Makana,Mäkanä Bǝrhan,,,,settl.,,,
LOC4449Makana,Mäkanä Giyorgis,,,,pl.n.,,,
LOC4450Makana,Mäkanä Hǝywät,,,,mon.,,,
LOC4451Makana,Mäkanä Iyäsus,,,,church,Däräsge,,
LOC4452Makana,Mäkanä Iyäsus,,,,church,Ǝste,,
LOC4453Makana,Mäkanä äraqliṭos Amlakǝnä,,,,church,,,
LOC4454Makana,Mäkanä Qǝddusan,Abunä Gärima,,,mon.,,,
LOC4455Makana,Mäkanä Sälam,,,,town,,,
LOC4456Makana,Mäkanä Sämaʿt,,,,church,,,
LOC4457Makana,Mäkanä Satwa,,,,mon.,,,
LOC4458Makana,Mäkanä Śǝllase,Baläwäld; Bäʿalä Wäld,Bale Wäld,,church,Addis Abäba,,
LOC4459Makana,Mäkanä Śǝllase,,,,church,Harär,,
LOC4460Makana,Mäkanä Śǝllase,,,,church,Läga Gora,,
LOC4461Makana,Mäkanä Śǝllase,,,,pl.n.,,,
LOC4462Makani,Mäkanisa,,,,pl.n.,,,
LOC4463Makann,Makʿannilé,,,,pl.n.,,,
LOC4464Makara,Makaranga,,,,pl.n.,,,
LOC4465Maki,Mäki,,,,riv.,,,
LOC4466Maki,Mäki,,,,settl.,,,
LOC4467Makwan,Mäkwanäñña,,,,pl.n.,,,
LOC4468Makyat,Mäkyät,,,,prov.,,,
LOC4469Malaba,Malabar,,,,prov.,,,
LOC4470Malacc,Malacca,,,,port,,,
LOC4471Malaha,Mälähay Zängi,,,,pl.n.,,,
LOC4472MalakA,Mäläk Amba,,,,pl.n.,,,
LOC4473Malaka,Malakal-Kosti,,,,pl.n.,,,
LOC4474Malake,Mälake Aksum,,,,pl.n.,,,
LOC4475MalasS,Mäläs Sänqa,,,,pl.n.,,,
LOC4476Malawi,Malawi,,,,country,,,
LOC4477Malazo,Mälazo,,,,reg.,,,
LOC4478Malbar,Mälbäradi,,,,settl.,,,
LOC4479Malbas,Mälbaso,,,,district,,,
LOC4480Malfa,Mälfa,,,,town,,,
LOC4481MalgaW,Mälga Wändo,,,,pl.n.,,,
LOC4482Malge,Malge,,,,pl.n.,,,
LOC4483Malgud,Malgudo,,,,mt.,,,
LOC4484Mali,Mali,,,,country,,,
LOC4485Malind,Malindi,Melinde,,,port,,,
LOC4486MalkaF,Mälka Furi,,,,ford,,,
LOC4487MalkaJ,Mälka Ǧäbdu,,,,settl.,,,
LOC4488MalkaG,Mälka Gurra,,,,pl.n.,,,
LOC4489MalkaM,Mälka Mǝlki,,,,pl.n.,,,
LOC4490MalkaQ,Mälka Qunṭure,Mälka Qonṭure,Mälka Konṭure,,pl.n.,,,
LOC4491MalkaR,Mälka Räfu,,,,settl.,,,
LOC4492MalkaW,Mälka Wakäna,,,,dam,,,
LOC4493Malkaa,Malkaasaa,,,,pl.n.,,,
LOC4494Mallor,Mallorca,,,,is.,,,
LOC4495MaloKo,Malo-Koza,,,,wär.,,,
LOC4496Malot,Mälot,,,,mt.,,,
LOC4497Malza,Malza,,,,pl.n.,,,
LOC4498Mamaru,Mamäruk,,,,pl.n.,,,
LOC4499MammaM,Mamma Mǝdǝr,,,,wär.,,,
LOC4500Mammad,Mammäd,,,,pl.n.,,,
LOC4501Mamruk,Mamruk,,,,pl.n.,,,
LOC4502Mana,Mäna,,,,town,,,
LOC4503Manade,Mänadǝq,,,,pl.n.,,,
LOC4504Manaku,Mänäkusoyto,,,,pl.n.,,,
LOC4505Manawe,Mänawe,,,,pl.n.,,,
LOC4506Manbar,Mänbärä MängǝśtMädḫane ʿAläm,,,,church,Gondär,,
LOC4507Manbar,Mänbarä Mängǝśt Qǝddus Gäbrǝʾel,,,,church,,,
LOC4508Manbar,Mänbärä Lǝʿul Qǝddus Marqos,,,,church,,,
LOC4509Manbar,Mänbarä Nägäśt Qǝddǝst Qwǝsqwam,,,,church,,,
LOC4510Manbar,Mänbärä Patrǝyark Qǝddǝstä Qǝddusan Maryam,,,,church,,,
LOC4511Manbij,Manbiǧ,,,,pl.n.,,,
LOC4512Manche,Manchester,,,,town,,,
LOC4513Manda,Manda,,,,pl.n.,,,
LOC4514MandaH,Manda Hararo,,,,volcano,,,
LOC4515MandaM,Mändaʿ Mikaʾel,,,,church,,,
LOC4516alMand,al-Mandab,,,,port,,,
LOC4517Mandab,Mändabba,,,,is.,,,
LOC4518Mandab,Mändabba Mädḫane ʿAläm,,,,mon.,,,
LOC4519Mandaf,Mändäfära,ʿAddi Wǝgri,,,town,,,
LOC4520Mandar,Mandaraa Setʾo,,,,market,,,
LOC4521Manday,Mändäyo,,,,awr.,,,
LOC4522Mander,Mandera,,,,pl.n.,,,
LOC4523Mandii,Mandii,Mändi,,,town,,,
LOC4524Mandid,Mändida,,,,town,,,
LOC4525Mandul,Mandulis,,,,temple,,,
LOC4526Mandur,Mandura,,,,wär.,,,
LOC4527Manfal,Manfalūṭ,,,,pl.n.,,,
LOC4528Mangad,Mangadafo,,,,pl.n.,,,
LOC4529Mangbe,Mangbetu,,,,pl.n.,,,
LOC4530Manges,Mängǝst,,,,district,,,
LOC4531MangeS,Mängǝśtä Sämayat,,,,church,,,
LOC4532Mangiw,Mängiwa,,,,wär.,,,
LOC4533Mangud,Mänguda,,,,pl.n.,,,
LOC4534Mankus,Mänkusä Gäbrǝʾel,,,,church,Ṭähǝnän,,
LOC4535Manna,Männa,Mäsǝllo,Mǝsǝllo,,pl.n.,,,
LOC4536Mannab,Männäbiyät,,,,arch. site,,,
LOC4537Mannag,Männagäša,,,,forest,,,
LOC4538Mannag,Männagäša,Mänagäśa,,,town,,,
LOC4539Mannag,Männagäša Maryam,,,,church,,,
LOC4540Mannaw,Männawe,,,,settl.,,,
LOC4541Mannhe,Mannheim,,,,town,,,
LOC4542ManSur,Manṣūr,,,,pl.n.,,,
LOC4543Manta,Mänta,,,,mt.,,,
LOC4544Manz,Mänz,,,,reg.,,,
LOC4545Maqala,Mäqälä,,,,town,,,
LOC4546Maqama,Maqām al-Aḥmadīya,,,,mosque,,,
LOC4547Maqdal,Mäqdäla,,,,amba,,,
LOC4548Maqdas,Maqdasaa,,,,reg.,,,
LOC4549Maqet,Mäqet,,,,reg.,,,
LOC4550Maqi,Mäqi,,,,riv.,,,
LOC4551Maqi,Mäqi,,,,town,,,
LOC4552MaqiGi,Mäqi Giyorgis,,,,church,,,
LOC4553MaqiMi,Mäqi Mikaʾel,,,,church,,,
LOC4554MarAsi,Mār Āsīyā,,,,mon.,,,
LOC4555MarJir,Mār Ǧirǧis,,,,mon.,,,
LOC4556MarMeh,Mar Mǝhnam,,,,church,,,
LOC4557MarMus,Mār Mūsā al-Ḥabašī,,,,mon.,,,
LOC4558MarSab,Mar Saba,,,,mon.,,,
LOC4559MarYaq,Mār Yaʿqūb,,,,mon.,,,
LOC4560Marab,Märäb,,,,riv.,,,
LOC4561MarabM,Märäb Mǝllaš,Märäb Mǝllasi,Märäb Mällaš,,reg.,,,
LOC4562Maraba,Maʿräba,,,,pl.n.,,,
LOC4563Marade,Märʿade,,,,pl.n.,,,
LOC4564Maragw,Märagwǝz,Märaguz,,,reg.,,,
LOC4565MaramC,Märam Ḉära,,,,pl.n.,,,
LOC4566Marann,Märañña,Märanya,,,settl.,,,
LOC4567Maraqa,Maräqa,,,,town,,,
LOC4568Maratt,Märätta,Märäta,,,reg.,,,
LOC4569Maratt,Märätta Qäyaḥti,,,,pl.n.,,,
LOC4570Maratt,Märätta Säbänä,,,,pl.n.,,,
LOC4571Marawa,Märawa,Marawwa,,,ethn.,,,
LOC4572Marawa,Märäwa,,,,town,,,
LOC4573Marbur,Marburg,,,,town,,,
LOC4574MardaP,Marda-Pass,,,,,,,
LOC4575Mardur,Mardur,,,,reg.,,,
LOC4576Mareot,Mareotis,,,,lake,,,
LOC4577Mareot,Mareotis,,,,pl.n.,,,
LOC4578Marhab,Märḥabete,,,,reg.,,,
LOC4579Mari,Mari,Marya,,,pl.n.,,,
LOC4580Mari,Mari,,,,riv.,,,
LOC4581Marib,Mārib,,,,town,,,
LOC4582Marrak,Marrakesh,,,,town,,,
LOC4583Mars,Mars,,,,planet,,,
LOC4584Marsa,Märsa,,,,pl.n.,,,
LOC4585MarsaF,Märsa Faṭma,Mersa Fatma,,,pl.n.,,,
LOC4586MarsaG,Marsā Gawasis,,,,port,,,
LOC4587MarsaG,Marsa Gulbub,,,,port,,,
LOC4588MarsaT,Märsa Täḵlay,Mǝrsä Täḵlay,,,port,,,
LOC4589Marsab,Marsabit,,,,mt.,,,
LOC4590Marsei,Marseilles,,,,town,,,
LOC4591Marta,Märta,,,,reg.,,,
LOC4592MartoI,Märṭo Iyäsus,,,,pl.n.,,,
LOC4593MartoM,Märṭo Mikaʾel,,,,church,,,
LOC4594Martul,Märṭulä Maryam,Ǝnnäbǝsse,Däbrä Ǝleni Märṭulä Maryam,,mon.,,,
LOC4595Martul,Märṭulä Mikaʾel,,,,church,,,
LOC4596MaruQa,Maru Qämmäs,Yämaru Qämmäs,,,reg.,,,
LOC4597Marwa,Märwa,,,,pl.n.,,,
LOC4598Marya,Mārya,,,,church,,,
LOC4599Maryam,Maryam,,,,lake,,,
LOC4600Maryam,Maryam Abaʾo,,,,church,Dära,,
LOC4601Maryam,Maryam Baḥǝra,Maryam Baḥra,,,church,,,
LOC4602Maryam,Maryam Däʿarit,,,,pl.n.,,,
LOC4603Maryam,Maryam Dǝngǝlat,,,,church,,,
LOC4604Maryam,Maryam Dibo,,,,mon.,,,
LOC4605Maryam,Maryam Gǝmb,,,,church,,,
LOC4606Maryam,Maryam Gundǝfru,,,,church,,,
LOC4607Maryam,Maryam Hǝbǝʾto,,,,church,Tämben,,
LOC4608Maryam,Maryam Mägdälawit,,,,church,Mänguda,,
LOC4609Maryam,Maryam aasäyt,,,,church,,,
LOC4610Maryam,Maryam Säfär,,,,pl.n.,,,
LOC4611Maryam,Maryam Šewito,,,,church,,,
LOC4612Maryam,Maryam Ṭǝhot,,,,church,,,
LOC4613Maryam,Maryam Tǝnśaʾe,,,,church,,,
LOC4614Maryam,Maryam Wǝha,,,,pl.n.,,,
LOC4615Masa,Maša,,,,pl.n.,,,
LOC4616MasaAn,Maša Andärača,,,,wär.,,,
LOC4617Masada,Masada,,,,fortress,,,
LOC4618Masaha,Mäsähäl-Dǝbdǝbo,,,,pl.n.,,,
LOC4619Masana,Mäsäna Mädḫane ʿAläm,,,,church,,,
LOC4620Masara,Mäsärät Ǝndalä,,,,pl.n.,,,
LOC4621Masara,Mäsärätä Krǝstos,,,,church,,,
LOC4622Masarr,Mäsärrǝḥa,,,,pl.n.,,,
LOC4623Masca,Mäsḉa,,,,pl.n.,,,
LOC4624Masfen,Mäsfǝn Harrar,,,,pl.n.,,,
LOC4625Masfen,Mäsfǝnto,,,,pl.n.,,,
LOC4626Masno,Mäsno,,,,riv.,,,
LOC4627Masno,Mäsno,,,,settl.,,,
LOC4628MasnoM,Mäsno Maryam,,,,church,,,
LOC4629Masqal,Mäsqälä Iyäsus,,,,church,,,
LOC4630Masqat,Masqaṭ,,,,city,,,
LOC4631Massaw,Massawa,Mǝṣwaʿ,Mǝṣǝwwaʿ,,town,,,
LOC4632Mastal,Maštala,,,,settl.,,,
LOC4633Maste,Mastē,,,,pl.n.,,,
LOC4634Mataha,Mätähara,Mata Haaraa,,,town,,,
LOC4635Matahe,Mätäḥǝt,,,,reg.,,,
LOC4636Matakk,Mätäkkäl,Mätäkkǝl,Mäḉäkkǝl,,reg.,,,
LOC4637Matamm,Mätämma,,,,town,,,
LOC4638Matara,Mäṭära,Bäläw Qäläw,,,arch. site,,,
LOC4639Matara,Mäṭära,,,,settl.,,,
LOC4640Matari,Mäṭäri,,,,pl.n.,,,
LOC4641Matari,Maṭarīya,Mäṭarǝya,,,pl.n.,,,
LOC4642Matbey,Maṭbeya,,,,town,,,
LOC4643Mati,Mäti,,,,reg.,,,
LOC4644Mattu,Mättu,Metu,Mattuu,,town,,,
LOC4645Mattuu,Mattuu,,,,wär.,,,
LOC4646Maurit,Mauritania,,,,country,,,
LOC4647Maurit,Mauritius,,,,is.,,,
LOC4648Mawlid,Mawlid an-Nabī,,,,pl.n.,,,
LOC4649Mawqor,Mäwqorqor,,,,pl.n.,,,
LOC4650MawreE,Mawre Ǝsṭifanos,,,,church,,,
LOC4651Mawsij,Mawšiǧ,,,,pl.n.,,,
LOC4652MayAdg,May ʿAdgi,,,,pl.n.,,,
LOC4653MayAdr,May Adraša,,,,pl.n.,,,
LOC4654MayAga,May Agʿazen,,,,riv.,,,
LOC4655MayAla,May ʿAläqti,,,,area,,,
LOC4656MayAnb,May Anbäsa,,,,district,,,
LOC4657MayAnb,May Anbäsa Kidanä Mǝḥrät,Ǝnda Kidanä Mǝḥrät,,,mon.,,,
LOC4658MayAqn,May Aqno,,,,pl.n.,,,
LOC4659MayAta,May Aṭal,,,,pl.n.,,,
LOC4660MayAwl,May Awlid,,,,settl.,,,
LOC4661MayAyn,May ʿAyni,,,,town,,,
LOC4662MayBaa,May Bäʾatti,,,,pl.n.,,,
