ID,Place,Place,Place,Coordinates,Type,Region,Texts related (lookup),MSS related (lookup)
LOC3718Hadasa,Ḥadaša,,,,pl.n.,,,
LOC3719Haday,Häday,,,,riv.,,,
LOC3720Hadiyy,Hadiyya,,,,reg.,,,
LOC3721Hadra,Hadrä,,,,settl.,,,
LOC3722Hadram,Ḥaḍramawt,,,,state / reg,,,
LOC3723Habasa,Ḥabäša-Kunama,,,,wär.,,,
LOC3724Habru,Ḥabru,Ḥabro,,,awr.,,,
LOC3725Haɖɖag,Ḥaɖɖagaala,,,,pl.n.,,,
LOC3726Haddag,Haddägti,,,,reg.,,,
LOC3727Haddas,Ḥaddas,,,,riv.,,,
LOC3728Hadele,Hadelè Gubò,,,,pl.n.,,,
LOC3729Hadibu,Ḥadibū,,,,town,,,
LOC3730Hadsit,Ḥadšīt,,,,riv.,,,
LOC3731Hadu,Hadu,,,,mt.,,,
LOC3732Hajar,Ḥaǧār,,,,reg.,,,
LOC3733Hajar,Ḥaǧār,,,,town,,,
LOC3734Hajara,Ḥaǧar al-Marwa,,Kurgus,,pl.n.,,,
LOC3735Hagara,Hagära,,,,reg.,,,
LOC3736Hagara,Hagärä Maryam,,,,church,,,
LOC3737Hagara,Hagärä Maryam,,,,town,,,
LOC3738Hagara,Hagärä Mäsqäl,,,,pl.n.,,,
LOC3739Hagara,Hagärä Nagran,,,,pl.n.,,,
LOC3740Hagara,Hagärä Sälam,,,,pl.n.,,,
LOC3741Hagara,Hagärä Sälam Mädḫane ʿAläm,,,,church,,,
LOC3742Hagara,Hagäray,,,,reg.,,,
LOC3743alHaja,al-Haǧarayn,Hagäräyne,,,pl.n.,,,
LOC3744Hagaz,Ḥagaz,,,,distr.,Kärän,,
LOC3745Haggar,Haggär,,,,mt.,,,
LOC3746Hahayl,Ḥaḥayle,,,,pl.n.,,,
LOC3747Hakim,Ḥākim,,,,mt.,,,
LOC3748Hakir,Ḥakír,,,,pl.n.,,,
LOC3749HakirD,Ḥakír Daga,,,,pl.n.,,,
LOC3750Halaha,Halaha,,,,pl.n.,,,
LOC3751Halay,Ḥalay,,,,pl.n.,,,
LOC3752Haleb,Haleb,,,,port,,,
LOC3753Halhal,Ḥalḥal,,,,reg.,,,
LOC3754HalibM,Ḥalib Mänṭal,,,,pl.n.,,,
LOC3755Hallad,Ḥalladdaǧāǧ,,,,pl.n.,,,
LOC3756Ham,Ham,Ḥam,Aham,,pl.n.,,,
LOC3757HamadG,Ḥamäd Gäbäz,,,,pl.n.,,,
LOC3758HamarB,Hamär Bakko,Hamär Kokke,Hamär Koki,,awr.,,,
LOC3759HamarB,Hamär Banna,,,,wär.,,,
LOC3760Hamara,Ḥamärä Bǝrhan Qǝddus Gäbrǝʾel,,,,mon.,,,
LOC3761Hamara,Ḥamärä Noḫ,,,,church,,,
LOC3762Hamaro,Hamäro,,,,wär.,,,
LOC3763Hamarr,Hamarra,,,,pl.n.,,,
LOC3764Hamase,Ḥamasen,Amasen,,,reg.,,,
LOC3765Hamday,Ḥamdāyt,,,,settl.,,,
LOC3766Hamedo,Ḥamedo,,,,pl.n.,,,
LOC3767Hamir,Ḫamir,,,,pl.n.,,,
LOC3768Hamla,Hamla,,,,settl.,,,
LOC3769Hamuse,Hamuset,,,,settl.,,,
LOC3770Hamusi,Hamusil,,,,pl.n.,,,
LOC3771Hanazo,Hanazo,,,,riv.,,,
LOC3772HanisI,Ḥaniš Islands,,,,is.,,,
LOC3773Hanle,Hanle,,,,reg.,,,
LOC3774HanleF,Ḥanlé Fursé,,,,pl.n.,,,
LOC3775Haqqal,Ḥaqqalet,,,,pl.n.,,,
LOC3776HarAmb,Ḥar Amba,,,,settl.,,,
LOC3777HarSay,Ḥar Šäyṭan,,,,pl.n.,,,
LOC3778HarrWa,Ḥarr Wägäb,,,,pl.n.,,,
LOC3779Hara,Harä,,,,wär.,,,
LOC3780Har�ad,Ḥar򡸍aḍ,,,,pl.n.,,,
LOC3781Haragw,Harägwa Mikaʾel,Mikaʾel Harägwa,,,church,,,
LOC3782HarahZ,Ḥārah Zuwaylah,Ḥara Zuwayla,,,pl.n.,,,
LOC3783Harama,Ḥaramat,,,,reg.,,,
LOC3784Harama,Ḥaramayan,,,,pl.n.,,,
LOC3785Harann,Haränna,,,,pl.n.,,,
LOC3786Harar,Harär,,,,town,,,
LOC3787Hararg,Harärge,,,,reg.,,,
LOC3788Harasm,Ḥaräsma,,,,pl.n.,,,
LOC3789HaratD,Ḥarat Dābli Tōya,,,,pl.n.,,,
LOC3790HaratZ,Ḥarat Zawīla,,,,mon.,,,
LOC3791HarbGw,Ḥarb Gwända,,,,reg.,,,
LOC3792Harbu,Harbu,,,,town,,,
LOC3793Harena,Ḥarena,,,,pl.n.,,,
LOC3794HarfaG,Harfä Gǝrotto,,,,reg.,,,
LOC3795Hargay,Hargaya,,,,reg.,,,
LOC3796Hargei,Hargeisa,,,,plateau,,,
LOC3797Hargei,Hargeisa,,,,town,,,
LOC3798Hariba,Ḫaribat Saʿūd,Kutāl[um],,,pl.n.,,,
LOC3799Harka,Ḥarká,,,,mt.,,,
LOC3800Harla,Harla,,,,pl.n.,,,
LOC3801Harlem,Harlem,,,,pl.n.,,,
LOC3802HarooL,Haroo Lukkuu,,,,pl.n.,,,
LOC3803HarooS,Haroo Sabbuu,,,,wär.,,,
LOC3804HarooW,Haroo Walaabuu,,,,pl.n.,,,
LOC3805Haroyy,Haroyye,,,,pl.n.,,,
LOC3806HarrAm,Harr Amba,,,,pl.n.,,,
LOC3807HarrWa,Ḥarr Wägäb,,,,pl.n.,,,
LOC3808Harraa,Harraawe,Harräwa,,,reg.,,,
LOC3809Harre,Harre,,,,riv.,,,
LOC3810HartaS,Harta-Šayḫ,,,,pl.n.,,,
LOC3811HaSabo,Ḥaṣabo,,,,reg.,,,
LOC3812Hasamo,Ḥasamo,,,,pl.n.,,,
LOC3813Hasanɖ,Ḥasanɖēra,,,,pl.n.,,,
LOC3814Haseng,Ḫašǝngä,Ašangi,Ašange,,lake,,,
LOC3815Hasik,Ḥāsik,,,,port,,,
LOC3816Hasina,Ḥasina,,,,pl.n.,,,
LOC3817Hattus,Ḫattusas,,,,pl.n.,,,
LOC3818Hawata,Hawäta,,,,wär.,,,
LOC3819Hawati,Hāwāṭib,,,,is.,,,
LOC3820Hawelt,Ḥawǝlti,,,,pl.n.,,,
LOC3821HawrRa,Ḫawr Rawrī,Ḫawr Rūrī Khor Rori,,,pl.n.,,,
LOC3822Hawran,Ḥawrān,,,,pl.n.,,,
LOC3823Hawwaa,Hawwaa Galaan,,,,wär.,,,
LOC3824Hawza,Hawza,,,,reg.,,,
LOC3825Hawzan,Hawzan,HWZN,,,pl.n.,,,
LOC3826Hawzen,Ḥawzen,,,,reg.,,,
LOC3827Hawzen,Ḥawzen Täklä Haymanot,,,,mon.,,,
LOC3828Haya,Hayä,,,,pl.n.,,,
LOC3829Haycoc,Haycock,,,,is.,,,
LOC3830Haygwe,Ḥaygwǝmze,,,,mon.,,,
LOC3831Haykot,Ḥaykota,,,,pl.n.,,,
LOC3832Hayq,Ḥayq,,,,lake,,,
LOC3833Hayq,Ḥayq,,,,town,,,
LOC3834Hayram,Hayramba,,,,settl.,,,
LOC3835Hays,Ḥays,,,,town,,,
LOC3836Hayya,Ḥayya,,,,pl.n.,,,
LOC3837Hayyal,Hayyälo,,,,settl.,,,
LOC3838HazHaz,Ḥaz Ḥaz,Ḥazḥaz,,,area,,,
LOC3839Hazalo,Ḥazälo,,,,mon.,,,
LOC3840Hazemo,Hazǝmo,Ḥazamo,,,area,,,
LOC3841Hazzag,Hazzäga,,,,pl.n.,,,
LOC3842HBS,HBS,,,,rel.,,,
LOC3843HBS,ḤBŠ,,,,pl.n.,,,
LOC3844HBST,ḤBŚT,ḤBŠT,,,pl.n.,,,
LOC3845Heleno,Helenopolis,,,,city,,,
LOC3846Helgol,Helgoland,,,,is.,,,
LOC3847Hember,Ḥǝmbǝrti,,,,pl.n.,,,
LOC3848Hember,Ḥǝmbǝrti Maryam,,,,church,,,
LOC3849Hembol,Ḥǝmbol,,,,pl.n.,,,
LOC3850Henzat,Ḥǝnzät,,,,pl.n.,,,
LOC3851Hergig,Ḥǝrgigo,Däḥono,Arkiko,,port,,,
LOC3852HeruyG,Ḫǝruy Giyorgis,,,,church,,,
LOC3853Hesmel,Ḥǝšmele,,,,arch. site,,,
LOC3854Hesper,Hespera,,,,is.,,,
LOC3855Heteso,Hetesoa,,,,reg.,,,
LOC3856Hetuml,Ḥǝṭumlo,,,,pl.n.,,,
LOC3857Heyssa,Heyssa,,,,pl.n.,,,
LOC3858HezbaS,Hǝzbä Sǝbuḥa,,,,reg.,,,
LOC3859Hibi,Hibi,,,,pl.n.,,,
LOC3860Hiddek,Hiddekel,,,,riv.,,,
LOC3861HieraS,Hierà Sykáminos,,,,pl.n.,,,
LOC3862Hierap,Hierapolis,,,,town,,,
LOC3863Hijaz,Ḥiǧāz,,,,reg.,,,
LOC3864Hijra,Hiǧra,,,,pl.n.,,,
LOC3865Hiigo,Hiigo,,,,well,,,
LOC3866Hiiraa,Hiiraan,,,,reg.,,,
LOC3867Hiis,Ḥiis,Xiis,,,pl.n.,,,
LOC3868Himyar,Ḥimyar,,,,reg.,,,
LOC3869Hinnal,Ḥinnale,,,,pl.n.,,,
LOC3870alHira,al-Ḥīrā,,,,pl.n.,,,
LOC3871Hiraan,Hiraan,,,,reg.,,,
LOC3872Hirbo,Hirbo,,,,pl.n.,,,
LOC3873Hireta,Hirǝtay,,,,pl.n.,,,
LOC3874Hirmaa,Hirmaata,,,,town,,,
LOC3875Hirna,Hirna,,,,pl.n.,,,
LOC3876Hirta,Hirta,,,,reg.,,,
LOC3877HiSnal,Ḥiṣn al-Ġurab,,,,pl.n.,,,
LOC3878HMS,ḤMŚ,,,,pl.n.,,,
LOC3879Hobat,Hobät,,,,pl.n.,,,
LOC3880Hobes,Ḥobēš,,,,mt.,,,
LOC3881Hobyo,Hobyo,Obbia,,,settl.,,,
LOC3882Hohwar,Hohwara,,,,mt.,,,
LOC3883Holata,Holäta,,,,riv.,,,
LOC3884Holata,Holäta,Holäta Gännät,,,town,,,
LOC3885Holhol,Holhol,,,,pl.n.,,,
LOC3886Homs,Homs,,,,town,,,
LOC3887Hooda,Hooda,,,,mt.,,,
LOC3888Hoora,Hoora,,,,geog.,,,
LOC3889Hooraa,Hooraa Arsid,Arsadi,,,lake,,,
LOC3890Hooraa,Hooraa Guuda,,,,lake,,,
LOC3891Hooroo,Hooroo,,,,pl.n.,,,
LOC3892Hoq,Ḥōq,,,,cave,,,
LOC3893HorBar,Ḫor Baraka,,,,pl.n.,,,
LOC3894HorOmH,Ḫor ʿOm Ḥaǧer,Ḵor ʿOm Ḥaǧer,Khor Um Hagar,,pl.n.,,,
LOC3895HoraaF,Horaa Finfinnee,,,,pl.n.,,,
LOC3896Hormuz,Hormuz,,,,port,,,
LOC3897Hormuz,Hormuz,,,,Strait of,,,
LOC3898Hornof,Horn of Africa,,,,reg.,,,
LOC3899Horo,Horo,,,,pl.n.,,,
LOC3900HoroGu,Horo Guduru,,,,awr.,,,
LOC3901Horroo,Horroo,,,,pl.n.,,,
LOC3902Hossae,Hossaʿǝna,Hossäyna; Hossanna,Waaččamo,,town,,,
LOC3903Hote,Hoṭe,,,,district,,,
LOC3904Hubais,Ḥubaiš,,,,mt.,,,
LOC3905Hubat,Hūbat,,,,pl.n.,,,
LOC3906Hudad,Hudad,,,,pl.n.,,,
LOC3907alHuda,al-Ḫudaydah,,,,port,,,
LOC3908Hundan,Hundanä,,,,wär.,,,
LOC3909HurAbn,Ḫur Abnakbāra,,,,riv.,,,
LOC3910Hurasa,Ḫurasān,,,,reg.,,,
LOC3911Hurhar,Hurharwa,,,,mon.,,,
LOC3912Hursa,Hursa,,,,pl.n.,,,
LOC3913Hursa,Hursa,,,,riv.,,,
LOC3914HuSnRa,Ḥuṣn Raydān,,,,pl.n.,,,
LOC3915Huursa,Huursaa,,,,riv.,,,
LOC3916Hwomos,Ḫwomoša,,,,reg.,,,
LOC3917HWZN,ḤWZN,Hawzan,,,pl.n.,,,
LOC3918Idrisa,Idrisamba,,,,settl.,,,
LOC3919Ibrim,Ibrīm,,,,reg.,,,
LOC3920Ibsa,Ibsa,,,,pl.n.,,,
LOC3921Ifat,Ifat,Ifāt; Awfat,Wifat; Yǝfat,,reg.,,,
LOC3922Ilaoda,Ilaʾoda,,,,settl.,,,
LOC3923Illa,Illa,,,,wär.,,,
LOC3924Illuba,Illubabor,Illuu Baaboor,Illuu Abbaa Booraa,,"town, reg.",,,
LOC3925Illuu,Illuu,,,,reg.,,,
LOC3926Imola,Imola,,,,town,,,
LOC3927Indeli,ʿIndēli,,,,wadi,,,
LOC3928Inseno,Inseno,,,,pl.n.,,,
LOC3929Irhafa,Iɽāfálo,Dafalo; Irafayle; Arafali,Iɖaafálu; Irʾafale,,pl.n.,,,
LOC3930Iran,Iran,Persia,Fars,,state,,,
LOC3931Iraq,Iraq,,,,country,,,
LOC3932Irbil,Irbīl,,,,town,,,
LOC3933Irka,Irka,,,,reg.,,,
LOC3934Isarku,Išarkuta,,,,pl.n.,,,
LOC3935Isiolo,Isiolo,,,,reg.,,,
LOC3936Islamg,Islamge,,,,mt.,,,
LOC3937Israel,Israel,,,,country,,,
LOC3938Istanb,Istanbul,,,,town,,,
LOC3939Isthmu,Isthmus,,,,pl.n.,,,
LOC3940Italy,Italy,,,,country,,,
LOC3941Itang,Itang,,,,pl.n.,,,
LOC3942Ittisa,Ittisa,,,,pl.n.,,,
LOC3943Izla,Īzlā,,,,mt.,,,
LOC3944Izmir,Izmir,Smyrna,,,town,,,
LOC3945Jabala,Jabala,,,,town,,,
LOC3946Jaffa,Jaffa,,,,town,,,
LOC3947Jangir,Jangira,,,,pl.n.,,,
LOC3948Japan,Japan,,,,country,,,
LOC3949JebelL,Jebel Laquatat,,,,pl.n.,,,
LOC3950JebelM,Jebel Mokram,,,,arch. site,,,
LOC3951Jebela,Jebel al-Taqa,,,,reg.,,,
LOC3952JebelW,Jebel Walad el-Barak,,,,pl.n.,,,
LOC3953Jeddah,Jeddah,Ǧidda,,,port,,,
LOC3954Jelib,Jelib,,,,pl.n.,,,
LOC3955Jena,Jena,,,,town,,,
LOC3956Jerich,Jericho,,,,pl.n.,,,
LOC3957Jerusa,Jerusalem,,,,town,,,
LOC3958Jordan,Jordan,,,,country,,,
LOC3959Jordan,Jordan,,,,riv.,,,
LOC3960Jowhar,Jowhar,,,,pl.n.,,,
LOC3961Juba,Juba,,,,riv.,,,
LOC3962Juba,Juba,,,,town,,,
LOC3963Jubala,Jubaland,Oltregiuba,,,reg.,,,
LOC3964Judaea,Judaea,,,,reg.,,,
LOC3965Kaba,Kaʿba,,,,site,,,
LOC3966Kabarn,Kabarnet,,,,pl.n.,,,
LOC3967Kabasa,Käbäsa Ḉǝwa,,,,reg.,,,
LOC3968Kabd,Käbd,,,,pl.n.,,,
LOC3969Kabo,Käbo,,,,riv.,,,
LOC3970Kabyli,Kabylia,,,,pl.n.,,,
LOC3971Kacabi,Kačabiira,,,,wär.,,,
LOC3972Kacisi,Kačisi,,,,pl.n.,,,
LOC3973KadaGo,Kada Gona,,,,riv.,,,
LOC3974Kadih,Kädiḥ,,,,pl.n.,,,
LOC3975KadirM,Kädir Mäḥammäd,,,,pol.,,,
LOC3976Kafa,Käfa,,,,reg.,,,
LOC3977Kaficc,Käfiččo-Šekačo,,,,adm.,,,
LOC3978Kahba,Kahba,,,,pl.n.,,,
LOC3979KahenS,Kahǝn Säfär,,,,district,,,
LOC3980Kaipin,Kaipingfu,,,,town,,,
LOC3981Kakka,Kakka,Qäča,Kaka,,mt.,,,
LOC3982Kalabs,Kalabša,,,,pl.n.,,,
LOC3983Kalala,Kälala,,,,wär.,,,
LOC3984Kali,Kali,,,,riv.,,,
LOC3985Kalkal,Kälkälti,,,,reg.,,,
LOC3986Kalo,Kaló,,,,reg.,,,
LOC3987Kamara,Kamaran,,,,is.,,,
LOC3988Kamasi,Kamaši,,,,zone,,,
LOC3989Kamba,Kämba,,,,wär.,,,
LOC3990Kambat,Kämbata,,,,prov.,,,
LOC3991Kamise,Kämise,Qämise,,,town,,,
LOC3992Kamkam,Kämkäm,,,,pl.n.,,,
LOC3993Kamkam,Kämkäm,,,,wär.,,,
LOC3994Kampal,Kampala,,,,town,,,
LOC3995Kamsuu,Kamsuuma,,,,pl.n.,,,
LOC3996Kanem,Kanem,,,,reg.,,,
LOC3997Kanna,Känna,,,,riv.,,,
LOC3998Kantib,Käntiba,,,,mt.,,,
LOC3999Karako,Karäkore,,,,pl.n.,,,
LOC4000Karama,Karaman,,,,is.,,,
LOC4001Karamo,Karamoǧa,,,,reg.,,,
LOC4002Karan,Kärän,,,,town,,,
LOC4003Karat,Karat,,,,pl.n.,,,
LOC4004Karbal,Karbalāʾ,,,,pl.n.,,,
LOC4005Karib,Kärib,,,,riv.,,,
LOC4006Karin,Karin,,,,pl.n.,,,
LOC4007KarinH,Karin Heegan,,,,arch. site,,,
LOC4008Karkar,Kärkär,,,,reg.,,,
LOC4009Karlov,Karlovac,,,,town,,,
LOC4010Karlsr,Karlsruhe,,,,town,,,
LOC4011KarmAb,Karm Abu Mina,,,,pl.n.,,,
LOC4012Karnas,Karnäššǝm,,,,reg.,,,
LOC4013Karne,Karne,,,,mt.,,,
LOC4014Karo,Karo,,,,riv.,,,
LOC4015Karoor,Karoo rift,,,,geol.,,,
LOC4016KarraL,Karra Lägoma,,,,pl.n.,,,
LOC4017Karray,Karrayyu,,,,reg.,,,
LOC4018Kasac,Kasäč,,,,pl.n.,,,
LOC4019Kasam,Käsäm,,,,mt.,,,
LOC4020Kasam,Käsäm,,,,riv.,,,
LOC4021Kasios,Kasios,,,,mt.,,,
LOC4022Kaskas,Käskäse,,,,pl.n.,,,
LOC4023Kassa,Kässa,,,,town,,,
LOC4024Kassal,Kassala,,,,town,,,
LOC4025Kaso,Kaso,,,,pl.n.,,,
LOC4026Kaswa,Kaswa,,,,riv.,,,
LOC4027Katang,Katanga,,,,reg.,,,
LOC4028Katar,Katar,,,,riv.,,,
LOC4029Katata,Kätäta,,,,reg.,,,
LOC4030Katemo,Kätǝmowǝle,,,,settl.,,,
LOC4031Katkat,Katkat May Ṣaʿǝda,,,,arch. site,,,
LOC4032Kawa,Kawa,,,,arch. site,,,
LOC4033Kawhi,Käwḥi,,,,arch. site,,,
LOC4034Kawkab,Kawkabān,,,,pl.n.,,,
LOC4035Kawkaw,Kawkaw,,,,pl.n.,,,
LOC4036Kay,Kay,,,,pl.n.,,,
LOC4037Kayako,Kayaḵor,,,,pl.n.,,,
LOC4038KaylaM,Kayla Meda,,,,pl.n.,,,
LOC4039KebraM,Kǝbrä Mängǝśt,Adola,,,town,,,
LOC4040Kebran,Kǝbran,,,,is.,,,
LOC4041Kebran,KǝbranƎsṭifanos,,,,church,,,
LOC4042Kebran,Kǝbran Gäbrǝʾel,,,,church,,,
LOC4043Kedagu,Kedagul,,,,settl.,,,
LOC4044Kela,Kela,,,,settl.,,,
LOC4045Kelat,Kǝlʾat,,,,mon.,,,
LOC4046Kelett,Kǝlǝttä ʿAfa,,,,arch. site,,,
LOC4047Kelett,Kǝlǝttä Awlǝʿalo,,,,reg.,,,
LOC4048Kelett,Kǝlǝttä Bäläsa,,,,wär.,,,
LOC4049Kella,Kella,,,,arch. site,,,
LOC4050Kellia,Kellia,,,,reg.,,,
LOC4051Kemant,Kǝmant,,,,reg.,,,
LOC4052Kenco,Kenčo,,,,reg.,,,
LOC4053Kenya,Kenya,,,,country,,,
LOC4054Kenya,Kenya,,,,mt.,,,
LOC4055Kerak,Kerak,,,,pl.n.,,,
LOC4056Kerala,Kerala,,,,reg.,,,
LOC4057Kerate,Kerate,,,,pl.n.,,,
LOC4058Kerma,Kerma,,,,reg.,,,
LOC4059KesadE,Kǝsad Ǝnba,,,,reg.,,,
LOC4060Kesaya,Kesâyah,,,,pl.n.,,,
LOC4061Ketete,Ketetekil,,,,arch. site,,,
LOC4062Kettel,Kettelé,,,,settl.,,,
LOC4063Khambh,Khambhat,,,,sultanate,,,
LOC4064Kharto,Khartoum,,,,town,,,
LOC4065KhorBa,Khor Baraka,,,,reg.,,,
LOC4066KhorDa,Khor Damtai,,,,arch. site,,,
LOC4067KhorKa,Khor Karshmila,Kurshemal,,,arch. site,,,
LOC4068Khuras,Khurasan,,,,reg.,,,
LOC4069Kibis,Kibiš,,,,riv.,,,
LOC4070Kidana,Kidanä Mǝḥrät,,,,church,Aganča,,
LOC4071Kidana,Kidanä Mǝḥrät,,,,church,Arba Amba,,
LOC4072Kidana,Kidanä Mǝḥrät,,,,church,Asmära,,
LOC4073Kidana,Kidanä Mǝḥrät,,,,church,Däbrä Abräntant,,
LOC4074Kidana,Kidanä Mǝḥrät,,,,church,Däbrä Ṣǝyon,,
LOC4075Kidana,Kidanä Mǝḥrät,,,,church,Gonǧ,,
LOC4076Kidana,Kidanä Mǝḥrät,,,,church,May Qǝṣabä,,
LOC4077Kidana,Kidanä Mǝḥrät,,,,church,Ṣälolo,,
LOC4078Kidana,Kidanä Mǝḥrät,,,,church,Šär Ǝmba,,
LOC4079Kidana,Kidanä Mǝḥrät,,,,church,Zǝqwala,,
LOC4080Kidana,Kidanä Mǝḥrät,,,,church,Zway,,
LOC4081Kidana,Kidanä Mǝḥrät,,,,mon.,Wälqayt,,
LOC4082Kidigi,Kidigisa,,,,pl.n.,,,
LOC4083Kiev,Kiev,,,,town,,,
LOC4084Kigill,Kigille,,,,settl.,,,
LOC4085Kilett,Kilǝtti,,,,riv.,,,
LOC4086Kilima,Kilimanjaro,,,,mt.,,,
LOC4087Kilkil,Kilkillo,,,,pl.n.,,,
LOC4088Kilti,Kilti,,,,pl.n.,,,
LOC4089Kilwa,Kilwa,,,,town,,,
LOC4090Kindo,Kindo,,,,reg.,,,
LOC4091KindoD,Kindo-Didaye,,,,reg.,,,
LOC4092Kisang,Kisangani,,,,town,,,
LOC4093Kismaa,Kismaayu,Kismaayo,,,port,,,
LOC4094Kistan,Kistanä,,,,church,,,
LOC4095Kistna,Kistna,,,,riv.,,,
LOC4096Kittim,Kittim,,,,reg.,,,
LOC4097Kitwe,Kitwe,,,,town,,,
LOC4098Kobac,Kobač,,,,town,,,
LOC4099Kobbo,Kobbo,,,,pl.n.,,,
LOC4100Kobbo,Kobbo,,,,wär.,,,
LOC4101Kocere,Kočǝre,,,,reg.,,,
LOC4102Kochi,Kochi,,,,prefecture,,,
LOC4103Kodadu,Kodadu,Däbrä Bǝḉuʿa Amlak,Däbrä Abunä Bǝḉuʿa Amlak,,mon.,,,
LOC4104Koddo,Koddo,,,,town,,,
LOC4105Kofala,Kofälä,,,,pl.n.,,,
LOC4106Kokan,Kokan,,,,arch. site,,,
LOC4107Kokawa,Kokäwa,,,,mon.,,,
LOC4108Koke,Koke,,,,pl.n.,,,
LOC4109Kokir,Kokir,,,,wär.,,,
LOC4110KokirG,Kokir-Gädäbano,,,,reg.,,,
LOC4111Kokit,Kokit,,,,pl.n.,,,
LOC4112Kokosa,Kokosa,,,,wär.,,,
LOC4113Kole,Kolé,,,,pl.n.,,,
LOC4114Kolfe,Kolfe,,,,pl.n.,,,
LOC4115Kollad,Kollādi,,,,pl.n.,,,
LOC4116Kombol,Kombolča,Kombälša,,,town,,,
LOC4117Kombol,Kombolča,,,,reg.,,,
LOC4118Komto,Komto,,,,pl.n.,,,
LOC4119Kon,Kon,,,,pl.n.,,,
LOC4120Konci,Konḉi,,,,pl.n.,,,
LOC4121KonciM,Konḉi Mädḫane ʿAläm,,,,church,,,
LOC4122Kone,Kone,,,,arch. site,,,
LOC4123Kongo,Kongo,,,,country,,,
LOC4124Konigs,Königsberg,,,,town,,,
LOC4125Kontab,Kontäb,Miišaa,,,wär.,,,
LOC4126KorBar,Ḵor Barya,Korbarya,,,pl.n.,,,
LOC4127KorOmH,Ḵor Om Ḥaǧär,,,,riv.,,,
LOC4128Kora,Kora,,,,wär.,,,
LOC4129Koraba,Koräbätta,,,,pl.n.,,,
LOC4130Koram,Koräm,,,,pl.n.,,,
LOC4131KorarM,Korär Muhǝr,,,,reg.,,,
LOC4132Korbet,Korbeta,,,,pl.n.,,,
LOC4133Korcul,Korčula,Curzola,,,is.,,,
LOC4134Kordof,Kordofan,,,,reg.,,,
LOC4135Korea,Korea,,,,country,,,
LOC4136Koreb,Koreb,,,,pl.n.,,,
LOC4137Korema,Koremaš,,,,pl.n.,,,
LOC4138Kornth,Kornthal,,,,pl.n.,,,
LOC4139Koromi,Koromi,,,,pl.n.,,,
LOC4140Korota,Korota,,,,town,,,
LOC4141KorraW,Korra Wuga,,,,forest,,,
LOC4142Korugu,Korugussa,,,,reg,,,
LOC4143Korya,Korya,,,,reg.,,,
LOC4144Kosame,Kosamer,,,,pl.n.,,,
LOC4145KosoBa,Koso Bär,Kosobär,,,pl.n.,,,
LOC4146KosoMa,Koso Maryam,,,,church,,,
LOC4147KotaMa,Kotä Maryam,,,,church,Däq,,
LOC4148KotenM,Koten-Magos,,,,reg.,,,
LOC4149Koto,Koto,,,,town,,,
LOC4150Kottay,Kottayam,,,,reg.,,,
LOC4151Kotyai,Kotyaion,,,,town,,,
LOC4152Koysa,Koyša,,,,mt.,,,
LOC4153Krems,Krems,,,,town,,,
LOC4154Kubar,Kuʿbar,Kaʿbar,Kaʿban,,town,,,
LOC4155Kubat,Kubät,,,,reg.,,,
LOC4156Kube,Kube,,,,arch. site,,,
LOC4157Kubkub,Kubkub,,,,fort,,,
LOC4158Kudhan,Kudḫanay,,,,pl.n.,,,
LOC4159Kuduku,Kuduku,Kudku,,,Aks.,,,
LOC4160alKufa,al-Kūfa,,,,town,,,
LOC4161Kufit,Kufit,,,,fort,,,
LOC4162Kufra,Kufra,,,,pl.n.,,,
LOC4163Kuhi,Kuhi,Kuḵi,,,arch. site,,,
LOC4164Kulama,Kulama,,,,settl.,,,
LOC4165Kulang,Kulangariit,,,,reg.,,,
LOC4166Kulank,Kulankii Arǧaʾa,,,,pl.n.,,,
LOC4167Kullo,Kullo,,,,reg.,,,
LOC4168KulloK,Kullo Konta,,,,awr.,,,
LOC4169Kullul,Kullul,,,,lake,,,
LOC4170Kulluk,Kulluku,,,,settl.,,,
LOC4171KulMas,Kul-Mäsk,,,,town,,,
LOC4172Kuluff,Kuluffo,Kulfo,Kulufa,,riv.,,,
LOC4173Kulull,Kululli,,,,station,,,
LOC4174KumDah,Kum Däḥar,,,,gov.,,,
LOC4175Kumayl,Kumayle,Komayle,,,valley,,,
LOC4176Kumbal,Kumbäl,,,,pl.n.,,,
LOC4177Kunca,Kunča,,,,state,,,
LOC4178KunnoR,Kunno Räda,,,,reg.,,,
LOC4179Kuraz,Kuraz,,,,wär.,,,
LOC4180Kurbil,Kurbíli,,,,reg.,,,
LOC4181Kurdis,Kurdistan,,,,reg.,,,
LOC4182Kurifl,Kuriflu,,,,lake,,,
LOC4183Kurmuk,Kurmuk,,,,town,,,
LOC4184alKurr,al-Kurrū,,,,pl.n.,,,
LOC4185Kursiy,Kursiye,,,,reg.,,,
LOC4186Kurtam,Kurtam,,,,pl.n.,,,
LOC4187Kusaye,Kusaye,,,,pl.n.,,,
LOC4188Kush,Kush,Kuš,,,reg.,,,
LOC4189Kutaba,Kutabär,,,,reg.,,,
LOC4190Kutalu,Kutāl[um],,,,reg.,,,
LOC4191Kuwait,Kuwait,,,,state,,,
LOC4192Kwaati,Kwäʿatit,Koʿatit,,,pl.n.,,,
LOC4193Kwakur,Kwakura,,,,reg.,,,
LOC4194Kwalsa,Kwalsägädu,,,,church,,,
LOC4195Kwelgo,Kwǝlgora,,,,reg.,,,
