ID,Title 1,Title 2,Author,Author ID,MSS related (lookup)
LIT1754Lampin,"Lamp in the Darkness, The",,"Šams ar-Riʾāsa, Abū l-Barakāt b. Kabar",,
LIT1755Larasy,Läras yätäṣafä däbdabbe,,Däbbäbä Säyfu,,
LIT1756Lebbwa,Lǝbb wälläd tarik,,Afäwärq Gäbrä Iyäsus,,
LIT1757Ledatu,Lǝdätu lähenok,,,,
LIT1758Lefafa,Lǝfafä ṣǝdǝq,,,,
LIT1759Legend,Legend of Abgar,,,,
LIT1760Legend,Legend of Abgar,,,,
LIT1761Legend,Legend of Habakkuk,,,,
LIT1762Legend,Legend of Jeremiah,,,,
LIT1763Legend,Legend of St. Susǝnyos and Wǝrzǝlya,,,,
LIT1764Legend,Legend of the Finding of the Cross,,,,
LIT1765Legend,Legend of the Wood of the Cross,,,,
LIT1766Legend,Legenda aurea,,Varazze,,
LIT1767Legenn,Lǝǧǝnnät,,Sälomon Däressa,,
LIT1768Legenn,Lǝǧǝnnät tämällǝso aymäṭam,,Bäʾǝmnät Gäbrä Amlak,,
LIT1769LegesH,Leges Homeritarum,,,,
LIT1770Lessan,Lǝssanä säbʾ,Ṣälot bäʾǝntä kwǝllomu lǝssanat; Mälkǝʾa lǝssan,,,
LIT1771Lessan,Lǝssanä Yaʿǝqob,,,,
LIT1772Letter,Letter of Cyriacus,,Cyriacus,,
LIT1773Letter,Letter of Peter to Clement,,Peter,,
LIT1774Letter,Letter of Prester John,,,,
LIT1775Letter,Letter of Simeon of Bêṯ Aršâm,First Letter of Simeon on Bar Sauma and the Heresy of the Nestorians,Simeon of Bêṯ Aršâm,,
LIT1776Letter,Letter of Simeon of Bêṯ Aršâm,Second Letter of Simeon,Simeon of Bêṯ Aršâm,,
LIT1777Letter,Letter on the Appearance of the Cross,,Cyril of Jerusalem,,
LIT1778Letter,Letter to Amphilochus,,,,
LIT1779Letter,Letter to Cledonius,,Gregory of Nazianzos,,
LIT1780Letter,Letter to Epictetus Bishop of Corinthos,,Athanasius,,
LIT1781Letter,Letter to John II,,Severus,,
LIT1782Letter,Letter to the Alexandrians,,Theodosios of Alexandria,,
LIT1783Letter,Letter to the Armenians,,Theodosios of Alexandria,,
LIT1784Letter,Letter to the Egyptian monks,,Cyril of Alexandria,,
LIT1785Letter,Letter to the People of Alexandria,,Timothy,,
LIT1786Letter,Letter to the People of Constantinople,,Timothy,,
LIT1787Letter,Letter to Theodosius of Alexandria,,Severus,,
LIT1788Letter,Letters,,Jerome,,
LIT1789Letter,Letters Concerning the Death of Children,,Timothy,,
LIT1790Letter,Letters of Bädran,,,,
LIT1791Letter,Letters of Captivity,,,,
LIT1792Letuma,Letum aynägallǝññ,,Sǝbḥat Gäbrä Ǝgziʾabǝḥer,,
LIT1793Leviti,Leviticus,,,,
LIT1794Liberg,Liber gentium,,,,
LIT1795Lifeof,Life of Aesop,,,,
LIT1796Lifeof,Life of Askänafer,,,,
LIT1797Lifeof,Life of Athanasios of Klysma,,,,
LIT1798Lifeof,Life of Constantine,,Eusebios,,
LIT1799Lifeof,Life of John the Baptist,,,,
LIT1800Lifeof,Life of Joseph,,Ḫaylä Maryam Śärabyon,,
LIT1801Lifeof,Life of Macrina,,Gregory of Nyssa,,
LIT1802Lifeof,Life of Moses,,Gregory of Nyssa,,
LIT1803Lifeof,"Life of Paul, the First Hermit",,Athanasius,,
LIT1804Lifeof,Life of Severus,,Athanasius,,
LIT1805Lifeof,Life of St. Hilaria,,Bamwa,,
LIT1806Litonz,Liṭon zäʾaryam,Liṭon zäliqawǝnt,,,
LIT1807Litonz,Liṭon zänägh …,,,,
LIT1808Litonz,Liṭon zäśärk,,,,
LIT1809Liturg,Liturgy of St. John Chrysostom,,,,
LIT1810Liveso,Lives of Eastern Saints,,John of Ephesus,,
LIT1811Liveso,Lives of the Prophets [and the Tribes of the Origin],Vitae Prophetarum,,,
LIT1812Gospel,Gospel ofLuke,Lk,,,
LIT1813Martyr,Martyrdom ofLuke,,,,
LIT1814Maalim,Maʿālim al-Hiǧratayn ilā arḍ al-Ḥabaša,,ʿAlī š-Šayḫ Aḥmad Abū Bakr,,
LIT1815MaanaF,Maana-Faay,,Maxamed Daahi Afray,,
LIT1816Maazaq,Mäʿazä qǝddase … läsǝmki Maryam,,,,
LIT1817Maazaq,Mäʿazä qǝddase wǝkuf,,,,
LIT1818Mabata,Mäbaʾta qwǝṣri bǝtǝgrǝñña,,Yǝsḥaq Täwäldä Mädḫǝn,,
LIT1819Maccab,"Maccabees, Book of(Ethiopic)",,,,
LIT1820Maccab,"Maccabees, Book of",,,,
LIT1821Madhal,Madḫal al-waǧīz fī sṭilāhāt as-sāda al-Malīkīya,,Ibrāhīm al-Muḫtār,,
LIT1822Madlot,Mädlotä amin,,Admasu Ǧämbäre,,
LIT1823Maebal,Maʾǝbäl,,Bǝrhanu Zäryǝhun,,
LIT1824Mafteh,Mäftǝḥe śǝray,,,,
LIT1825Magmua,Maǧmūʿ al-awrād al-kabīr,,Muḥammad ʿUṯmān al-Mīrġanī,,
LIT1826Magmua,Maǧmūʿal-qawānīn,,,,
LIT1827Magnif,Magnificat,,,,
LIT1828Mahale,Mäḥalǝyä näbiyat,,,,
LIT1829Mahara,Mäḥarännä ab,,,,
LIT1830Mahbar,Maḫbärä mälaʾǝkt wäsäbʾ,,,,
LIT1831Mahbar,Maḫbärä mǝʾǝmänan,,,,
LIT1832Mahbar,Maḫbärtäññočču,,Mammo Wǝddǝnäh,,
LIT1833Mahdar,Maḫdärä bǝrhan hagärä Ǧapan,,Ḫǝruy Wäldä Śǝllase,,
LIT1834Mahlet,Maḫletä ṣǝge,,,,
LIT1835Mahlet,Maḫletä śǝllase,,,,
LIT1836Mahtam,Maḫtämä Sälomon,,,,
LIT1837Makkab,Makkabees,,,,
LIT1838Malaka,Mälʾakä Zäʾiyäsus,,,,
LIT1839Malkam,Mälkam betäsäbočč,,Mäkwännǝn Ǝndalkaččäw,,
LIT1840Malkea,Mälkǝʾa abunä Täklä Haymanot,,,,
LIT1841Malkea,Mälkǝʾa Amanuʾel,,,,
LIT1842Malkea,Mälkǝʾa anqäṣä bǝrhan,,,,
LIT1843Malkea,Mälkǝʾa bäʾata,,,,
LIT1844Malkea,Mälkǝʾa betä krǝstiyan,,,,
LIT1845Malkea,Mälkǝʾa Edom,,,,
LIT1846Malkea,Mälkǝʾa Ǝgziʾabǝḥer ab,,,,
LIT1847Malkea,Mälkǝʾa Fanuʾel,,,,
LIT1848Malkea,Mälkǝʾa fǝlsäta,,,,
LIT1849Malkea,Mälkǝʾa Gäbrǝʾel,,,,
LIT1850Malkea,Mälkǝʾa gubaʾe,Gubaʾe mälkǝʾ,,,
LIT1851Malkea,Mälkǝʾa ḥǝmamatä mäsqäl,,,,
LIT1852Malkea,Mälkǝʿa Ityoṗya,,ʿAlämayyähu Mogäs,,
LIT1853Malkea,Mälkǝʾa Iyäsus,,,,
LIT1854Malkea,Mälkǝʾa kidanä mǝḥrät,,,,
LIT1855Malkea,Mälkǝʾa kidanä mǝḥrät,,,,
LIT1856Malkea,Mälkǝʾa lǝdäta,,,,
LIT1857Malkea,Mälkǝʾa Maryam Ṣǝyon,,,,
LIT1858Malkea,Mälkǝʾa Maryam,,,,
LIT1859Malkea,Mälkǝʾa mädḫane ʿaläm,,,,
LIT1860Malkea,Mälkǝʾa Mikaʾel,,,,
LIT1861Malkea,Mälkǝʾa qwǝrban,,,,
LIT1862Malkea,Mälkǝʾa qwǝsqwam,,,,
LIT1863Malkea,Mälkǝʾa sänbät,,,,
LIT1864Malkea,Mälkǝʾa śǝʿǝl,,,,
LIT1865Malkea,Mälkǝʾa ṣǝge,,,,
LIT1866Malkea,Mälkǝʾa śǝllase,,,,
LIT1867Malkea,Mälkǝʾa Ṣǝyon,,,,
LIT1868Malkea,Mälkǝʾa Täklä Haymanot,,,,
LIT1869Malkea,Mälkǝʾa wǝddase Mayram,,,,
LIT1870Malkea,Mälkǝʾa Yoḥannǝs,,,,
LIT1871Malkea,Mälkǝʾa ṗäraqliṭos,,,,
LIT1872Maneyu,Män-ǝyu bädäläñña,,Arʾayä Bälay,,
LIT1873Mangad,Mängädä sämay,,,,
LIT1874Manges,Mängǝśtǝnna yäḥǝzb astädadär,,Gäbrä Ḥǝywät Baykädañ,,
LIT1875Manhal,Manhal al-aṭšān fi taʾriḫ al-Hubšān,,Sayyid b. Muḥammad Ṣādiq,,
LIT1876Maqann,Mäqännätǝwan ṭǝfta,,Afäwärq Addafre,,
LIT1877Maqsaf,Mäqśäftä ḥassätat,,Fernandes,,
LIT1878Marbab,Märbäbtä Sälomon,,,,
LIT1879Marhae,Märḥä ʿǝwwur,,,,
LIT1880Marhal,Märḥa lǝbbuna,,,,
LIT1881Marhas,Märḥa ṣǝdǝq,,,,
LIT1882MarkGo,"Mark, Gospel of",Mk,,,
LIT1883Martyr,Martyrdom of Mark,Acts of Mark,,,
LIT1884Marqos,Marqosay wäyni mǝs ḫǝmbašay,,Yǝsḥaq Gäbrä Iyäsu,,
LIT1885Marsam,Märs amin,,,,
LIT1886Martyr,Martyrdom of Matthew,,,,
LIT1887Martyr,Martyrdom of Matthias,,,,
LIT1888Martyr,Martyrdom of Paul,,,,
LIT1889Martyr,Martyrdom of Peter,,,,
LIT1890Martyr,Martyrdom of Pilate,,,,
LIT1891Martyr,Martyrium Arethae,,,,
LIT1892Martyr,Martyrium of Askänafer the governor,,,,
LIT1893Martyr,Martyrium of Basilides,,,,
LIT1894Martyr,Martyrium of Elewtǝros and his mother Ǝntǝya,,,,
LIT1895Martyr,"Martyrium of Eustathius, his wife and his two children",,,,
LIT1896Martyr,"Martyrium of Irenaeus, Bishop of Sirmium",,,,
LIT1897Martyr,Martyrium of Makbeyu and her seven chidren,,,,
LIT1898Martyr,"Martyrium of Mamas, Tewodoṭos and his wife Tewofina",,,,
LIT1899Martyr,Martyrium of Mercurios Philopater,,,,
LIT1900Martyr,"Martyrium of Sophia, and her daughters Pistis, Elpis and Agapis",,,,
LIT1901Martyr,Martyrium of Ṭaṭus,,,,
LIT1902Martyr,"Martyrium of the soldiers Arsenofis, Peter and Askirion",,,,
LIT1903Martyr,Martyrium of Theocritus the lector,,,,
LIT1904Martyr,Martyriumof Theodore the Oriental,,Mikaʾel,,
LIT1905Martyr,Martyrium of Yasay,,,,
LIT1906Maryam,Maryam sǝbbǝḥt,,,,
LIT1907Masahe,Mäṣaḥǝfta liqawǝnt,,,,
LIT1908Masahe,Mäṣaḥǝfta mänäkosat,,,,
LIT1909Masahe,Mäṣaḥǝftä mänäkosat,,,,
LIT1910Masali,Masālik al-abṣār fī mamālik al-amṣār,,al-ʿUmarī,,
LIT1911masali,masālik,,,,
LIT1912Mashaf,Mäṣḥaf bäʾǝntä 12 aʾǝban,,Epiphanios,,
LIT1913Mashaf,Mäṣḥafä Aksum,Liber Axumae,,,
LIT1914Mashaf,Mäṣḥafä Anṭǝyakos,,Athanasius,,
LIT1915Mashaf,Mäṣḥafä ardǝʾǝt,,,,
LIT1916Mashaf,Mäṣḥafä ʿarke,,,,
LIT1917Mashaf,Mäṣḥafä asǝlṭi,,,,
LIT1918Mashaf,Mäṣḥafä baḥrǝy,,,,
LIT1919Mashaf,Mäṣḥafä baḥrǝy,"Ṣälotä baḥrǝy,Ṣälotä zäyt",Zärʾa Yaʿǝqob,,
LIT1920Mashaf,Mäṣḥafä bǝrhan,Fǝkkare haymanot,Giyorgis of Sägla,,
LIT1921Mashaf,Mäṣḥafä bǝrhan,,Zärʾa Yaʿǝqob,,
LIT1922Mashaf,Mäṣḥafä dorho,,,,
LIT1923Mashaf,Mäṣḥafä ʿǝräfta lämaryam,Liber de transitu Mariae,,,
LIT1924Mashaf,Mäṣḥafä ʿǝrgäta lämaryam,,,,
LIT1925Mashaf,Maṣḥafäfälasfa ṭäbiban,,,,
LIT1926Mashaf,Mäṣḥafäfäws mänfäsawi,,,,
LIT1927Mashaf,Mäṣḥafäfäws,,,,
LIT1928Mashaf,Mäṣḥafä fǝlsäta lämaryam,,,,
LIT1929Mashaf,Mäṣḥafäfǝlsätu lä-Täklä Haymanot,,,,
LIT1930Mashaf,Mäṣḥafä fidäl bǝzäräba tǝgrǝñña,,,,
LIT1931Mashaf,Mäṣḥafä Gǝnzät,,,,
LIT1932Mashaf,Mäṣḥafä gǝṣṣawe,,,,
LIT1933Mashaf,Mäṣḥafä Ḥawi,,,,
LIT1934Mashaf,Mäṣḥafä Ḫǝdar,,Severos of Ašmunayn,,
LIT1935Mashaf,Mäṣḥafä ḥǝggǝgat ʿabäyt,,,,
LIT1936Mashaf,Mäṣḥafä ḥǝmamatihu wäzena sǝqlätu wäqǝtlätu läʾǝgziʾǝna,,Mäbaʾa Ṣǝyon,,
LIT1937Mashaf,Mäṣḥafä Ḥiqar,,,,
LIT1938Mashaf,Mäṣḥafä kidan,,,,
LIT1939Mashaf,Mäṣḥafäkidanä mǝḥrät,,,,
LIT1940Mashaf,Mäṣḥafäkrǝstǝnna,,,,
LIT1941Mashaf,Mäṣḥafälǝdäta lämaryam,Protevangelium Jacobi,,,
LIT1942Mashaf,Mäṣḥafä mädḫanit,,,,
LIT1943Mashaf,Mäṣḥafä mäǧǝsṭi,,,,
LIT1944Mashaf,Maṣḥafa mälaʾǝkt,,,,
LIT1945Mashaf,Mäṣḥafä Mälaʾǝkt,,,,
LIT1946Mashaf,Mäṣḥafä mänäkosat,,,,
LIT1947Mashaf,Mäṣḥafä mäqdǝmä käśate mǝśṭir,,,,
LIT1948Mashaf,Mäṣḥafä Mar Yǝṣhaq,,,,
LIT1949Mashaf,Mäṣḥafä mǝkr,,,,
LIT1950Mashaf,Mäṣḥafä mǝsganna,,,,
LIT1951Mashaf,Mäṣḥafä mǝśṭir,Gädlä Zǝkre wä-Pawli,,,
LIT1952Mashaf,Mäṣḥafä mǝśṭir,,Giyorgis of Sägla,,
LIT1953Mashaf,Mäṣḥafä mǝśṭir zäHeṗoliṭos,,,,
LIT1954Mashaf,Mäṣḥafä mǝśṭiräsämay wämǝdr,,,,
LIT1955Mashaf,Mäṣḥafämilad,,,,
LIT1956Mashaf,Mäṣḥafä nuzaze,,,,
LIT1957Mashaf,Mäṣḥafä Qälemǝnṭos,,,,
LIT1958Mashaf,Mäṣḥafä qändil,,,,
LIT1959Mashaf,Mäṣḥafä qedär,,,,
LIT1960Mashaf,Mäṣḥafä qǝddase,Missal,,,
LIT1961Mashaf,Mäṣḥafä säʿatat,Horologium,Giyorgis of Sägla,,
LIT1962Mashaf,Mäṣḥafä säwasǝw wagǝss wämäzgäbä qalat ḥaddis,,,,
LIT1963Mashaf,MäṣḥafäSäwiros,,Severos of Ašmunayn,,
LIT1964Mashaf,MäṣḥafäSäwiros kalǝʾ,,,,
LIT1965Mashaf,Mäṣḥafä sǝddät,,,,
LIT1966Mashaf,Mäṣḥafä śǝllase,,,,
LIT1967Mashaf,Mäṣḥafä śǝnä fǝṭrät,,Käbte,,
LIT1968Mashaf,Mäṣḥafä śǝrʿat,Canon of Muʿallaqah,,,
LIT1969Mashaf,Mäṣḥafä täkahǝdo bähaymanot (Zämufti),,Bourgade,,
LIT1970Mashaf,Mäṣḥafä täklil,,,,
LIT1971Mashaf,Mäṣḥafä Täsǝʾǝlotä Antǝyakos,,,,
LIT1972Mashaf,Mäṣḥafä täzkär,,,,
LIT1973Mashaf,Mäṣḥafä täzkaru lämädḫane ʿaläm,,,,
LIT1974Mashaf,Mäṣḥafäṭefut,,,,
LIT1975Mashaf,Mäṣḥafä ṭǝmqät,,,,
LIT1976Mashaf,Maṣḥafä ṭǝntä haymanot,Maṣḥafä ṭǝntä haymanot zäfäkkärä ab mar Eṗifanis,,,
LIT1977Mashaf,Mäṣḥafä ṭǝzzǝta,,Mängǝśtu Lämma,,
LIT1978Mashaf,Mäṣḥafä Ṭomar,,,,
LIT1979Mashaf,Mäṣḥafä ziq,,,,
LIT1980Mashaf,Mäṣḥafä ḉäwata śǝgawi wämänfäsawi,,Zännäb,,
LIT1981Mashaf,Mäṣḥafäṗaṗṗas,,,,
LIT1982Mashaf,Mäṣḥafä ḍäḥay,,,,
LIT1983Mashaf,Mäṣḥafäʿǝräfta wäfǝlsäta,,,,
LIT1984Mashet,Mäṣḥetä ʾamin,,,,
LIT1985Mashet,"Mäṣḥetä Ityoṗya, per.",,,,
LIT1986Mashet,Mäṣḥetä lǝbbunna,,,,
LIT1987Mashet,Mäṣḥetä Sälomon,,,,
LIT1988Mathaf,Matḥaf,,Abretiye,,
LIT1989mawadd,mäwäddǝs,,,,
LIT1990Mawase,Mäwaśǝʾǝt,,,,
LIT1991Mawlid,Mawlid,"al-mawlid al-nabawī,mawlūd",,,
LIT1992Mawlid,Mawlid šaraf al-ʿālamīn,,,,
LIT1993Mawlud,Mawlūd ar-rāʾiq fī mawlid sayyid al-ḫalāʾiq,,Sayyid Ibrāhīm of Čale,,
LIT1994Mazgab,Mäzgäbä haymanot,,,,
LIT1995Mazgab,Mäzgäbä qalat,,Tayyä Gäbrä Maryam,,
LIT1996Mazgab,Mäzgäbä qǝddase,,,,
LIT1997Mazgab,Mäzgäbä tarik,,,,
LIT1998Mazgab,Mäzgäbä dǝggwa,,,,
LIT1999Mazmur,Mäzmur tägadalay,,Gǝrmay Gäbrämäsqäl,,
LIT2000Mazmur,Mäzmurä Dawit,Psalter,,,
LIT2001Mazmur,Mäzmurä fǝśśuḥan wäṣälotä tǝkkuzan,,,,
LIT2002Mazmur,Mäzmurä Krǝstos,,Baḥrǝy,,
LIT2003Mazmur,Mäzmurä Krǝstos,,Mäzmurä Krǝstos,,
LIT2004Mazmur,Mäzmurä Krǝstos,,Tayyä Gäbrä Maryam,,
LIT2005Mazmur,Mäzmurä Krǝstos,,,,
LIT2006Mazmur,Mäzmurä lǝdät,,Yared Gäbrä Mikaʾel,,
LIT2007Mazmur,Mäzmurä Solomon,,,,
LIT2008Melkea,Mǝlkǝʿam säyfä näbälbal,,Abbe Gubäñña,,
LIT2009Memnon,Memnon,,Aeschylus,,
LIT2010Mentan,Mǝntänu aʿassǝyäkki,,,,
LIT2011Mesatm,Mǝšät mǝšät märʿa,,Abrǝha Gäbrä Hǝywät,,
LIT2012Messal,Mǝssalǝyatä Sälomon,,,,
LIT2013Mestir,Mǝśṭiräaʿǝban,,,,
LIT2014Mestir,MǝśṭiräDawit,,,,
LIT2015Mestir,Mǝśṭirä mäläkot,,,,
LIT2016Mestir,Mǝśṭiräṣǝgeyat,,,,
LIT2017Mestir,Mǝśṭiräśǝllase,,,,
LIT2018Minas,Minas,,Afäwärq Gäbrä Iyäsus,,
LIT2019Misbah,Misbaḥa,,Budallāh,,
LIT2020Miskal,Misk al-aḏfar fī manāqib sayf al-ḥaqq aš-šayḫ Gaʿfar,,,,
LIT2021ModusB,Modus Baptizandi,,Täsfa Ṣǝyon,,
LIT2022Monast,Monastic Collection,,Evagrius,,
LIT2023Moras,Moräš,,Bǝrhanu Zäryǝhun,,
LIT2024MotaMu,Motä Muse,,,,
LIT2025Mugama,Muʿǧam al-buldān,,Yāqūt,,
LIT2026Mugama,Muʿǧam aṣ-ṣaġīr,,aṭ-Ṭabarānī,,
LIT2027Mugamm,Muʿǧam mā istaʿǧama,,al-Bakrī,,
LIT2028Muhtar,Muḫtārl-ḥikam wa-maḥāsin,,Mubaššir,,
LIT2029Muhtas,Muḫtaṣar,,Abū Zayd,,
LIT2030Muruga,Murūǧ aḏ-ḏahab wa-maʿādin al-ǧawhar,,al-Masʿūdī,,
LIT2031Musnad,Musnad,,Aḥmad b. Ḥanbal,,
LIT2032Mustaf,Muṣṭafā,,Hāšim,,
LIT2033Meella,M󠇝ǝʾǝllad,,Käbte,,
LIT2034Naakkw,Näʾakkwǝtäkä amlak bäwäldǝkä,,,,
LIT2035Naakkw,Näʾakkwǝtäkä amlak qǝddus,,,,
LIT2036Naakkw,Näʾakkwǝtäkä ǝgziʾo[bäfǝqur wäldǝkä ǝgziʾǝnä Iyäsus],,,,
LIT2037Naakkw,Näʾakkwǝtäkä ǝgziʾo bäfǝqur wäldǝkä Iyäsus Krǝstos,,,,
LIT2038Naakkw,Näʾakkwǝtäkä ǝgziʾo wänǝsebbǝḥakä,,,,
LIT2039Naakkw,Näʾakkwǝtäkä wänaleʿǝläkä,,,,
LIT2040Naakkw,Näʾakkwǝto lägäbare śännayat,,,,
LIT2041Nagarb,Nägär bäʾǝntä ǝllä yǝkǝḥǝdu tǝnśaʾe mǝwǝtan,,,,
LIT2042Nagarb,Nägär bäʾǝntä mot,,,,
LIT2043Nagarz,Nägär zäʾermǝyas,,,,
LIT2044Nagarz,Nägär zäqǝddusan abäw,,,,
LIT2045Nagara,Nägärä astärʾayot,,,,
LIT2046Nagara,Nägärä Galla,,,,
LIT2047Nagara,Nägärä gubaʾe zäʾabäw,,,,
LIT2048Nagara,Nägärä haymanot,,,,
LIT2049Nagara,Nägärä mädḫanit,,,,
LIT2050Nagara,Nägärä mänäkosat,,,,
LIT2051Nagara,Nägärä Maryam,,,,
LIT2052Nagara,Nägärä Muse,,,,
LIT2053Nagara,Nägärä sänbät,,,,
LIT2054Nagara,Nägärä wäg,,,,
LIT2055nags,nägś,,,,
LIT2056Nahune,Nahu nǝzenu hǝllawehu,,,,
LIT2057Bookof,Book ofNahum,,,,
LIT2058Nasabu,Nasabuhu š-šarīf,,,,
LIT2059Nasqal,Našq al-azhār fī aǧāʿib al-aqṭār,,Ibn Iyās,,
LIT2060Natura,Naturalis historia,,Pliny,,
LIT2061Naviga,Navigationi et viaggi,,Romusio,,
LIT2062Nawadi,Nawādir,,Ḥamad-Laʿde,,
LIT2063Nawadi,Nawādir al-falāsifa,,Ḥunayn b. Isḥāq,,
LIT2064Naydaq,Nay däqqi Maryam mäṣḥaf,,,,
LIT2065Nayegz,Nay ǝgzǝʾǝtǝnä Maryam,,Gäbrä Yäsus Ḫaylu,,
LIT2066Nayfid,Nay fidälatna mǝrmäran ḥaddis amähahǝran källo nǝbabatǝn ṣǝwṣǝwayatǝn,,Gäbrä Yäsus Ḫaylu,,
LIT2067Nayhad,Nay haḍäy Tedros traǧädi,,Gäbrä Yäsus Ḫaylu,,
LIT2068Neegzi,Nǝʾǝgziʾabǝḥer zǝssǝʾano nägär yälbon tǝnsaʾen ʿawätǝn,,Ṣägga Iyäsus Ǝyasu,,
LIT2069Negest,Nǝgǝśtä Azeb,,Bǝrhanu Dǝnqe,,
LIT2070Nehemi,"Nehemiah, Book of",,,,
LIT2071Nemane,Nǝmän-ǝyyu zǝnägro,,Abäba Täsfa Giyorgis,,
LIT2072NewTes,New Testament,,,,
LIT2073Nezeta,Nǝzǝtäʿaskärä nǝḥadä mänʾǝsäy zirǝʾi ḥadä zanta,,Gäbrä Yäsus Ḫaylu,,
LIT2074Gospel,Gospel ofNicodemus,,,,
LIT2075Number,"Numbers, Book of",,,,
LIT2076Nuncdi,"Nunc dimittis, prayer",,,,
LIT2077Nuzhat,Nuzhat al-asrārwa-ṭahārat al-aqḏār,,,,
LIT2078Nuzhat,Nuzhat al-malik wal-mamlūk fī muḫtaṣar sīrat man walā Miṣr min al-mulūk,,al-Ḥasan b. Abī Muḥammad ʿAbdallāh al-Ḥabašī,,
LIT2079Nuzhat,Nuzhat al-muštāq fī iḫtirāq al-āfāq,Kitāb Ruǧār,al-Idrīsī,,
LIT2080Nuzhat,Nuzhat al-ʿumr fīt-tafḍīl bayna l-bīḍ was-sūd wassumr,,as-Suyūṭī,,
LIT2081Orehre,O rǝḫrǝḫtä ḫǝllina,,,,
LIT2082Otawar,O täwärädkä,,,,
LIT2083Octate,Octateuch,Orit,,,
LIT2084OdaOak,Oda Oak Oracle,,Ṣäggaye Gäbrä Mädḫǝn,,
LIT2085OntheL,On [the Life and Decollation of] John the Baptist,,John Chrysostom,,
LIT2086OnAdam,On Adam’s Disobedience,,John Chrysostom,,
LIT2087OnAsia,On Asia,,Agatharchides,,
LIT2088OnCrea,On Creation,,Gregory of Nyssa,,
LIT2089OnFast,On Fasting,,John Chrysostom,,
LIT2090OnFast,On Fasting and Almsgiving,,Rǝtuʿa Haymanot,,
LIT2091OnFast,On Fasting and Meekness,,Rǝtuʿa Haymanot,,
LIT2092OnFast,On Fasting and Peace,,Rǝtuʿa Haymanot,,
LIT2093OnHero,On Herodias,,John Chrysostom,,
LIT2094OnHoly,On Holy Communion,,John Chrysostom,,
LIT2095OnHowO,On How Our Lord Christ was Baptized,,Rǝtuʿa Haymanot,,
LIT2096OnHowO,On How Our Lord Observed Hosanna,,Rǝtuʿa Haymanot,,
LIT2097OnHowt,On How the Word of God was Incarnated,,Rǝtuʿa Haymanot,,
LIT2098OnJuda,On Judas Iscariot,,John Chrysostom,,
LIT2099OnMeas,On Measures and Weights,,Epiphanios,,
LIT2100OnPass,On Passion of our Lord,,John Chrysostom,,
LIT2101OnPeni,On Penitence,,John Chrysostom,,
LIT2102OnPeni,On Penitence,,Theophilos of Alexandria,,
LIT2103OnSile,On Silence,,John Chrysostom,,
LIT2104OnStTh,On St. Thomas,,John Chrysostom,,
LIT2105OnStre,On Strengthening the Faithful in their Belief in Jesus Christ,,Rǝtuʿa Haymanot,,
LIT2106OntheA,On the Abyssinian Frontier,,Schuver,,
LIT2107OntheA,On the Annunciation to Mary by Gabriel,,John Chrysostom,,
LIT2108OntheA,On the Appearance of God in the Old Testament and Christ in the New,,John Chrysostom,,
LIT2109OntheA,On the Ascension of Our Lord,,Rǝtuʿa Haymanot,,
LIT2110OntheA,On the Assumption of the Blessed Virgin,,Rǝtuʿa Haymanot,,
LIT2111OntheB,On the Baptism of Our Lord by John the Baptist,,John Chrysostom,,
LIT2112OntheB,On the Beheading,Decapitation of John the Baptist,John Chrysostom,,
LIT2113OntheB,On the Birth of God from Mary,,Rǝtuʿa Haymanot,,
LIT2114OntheC,On the Charisms,,,,
LIT2115OntheC,On the Circumcision of John the Baptist,,John Chrysostom,,
LIT2116OntheC,On the Cross and the Thief,,John Chrysostom,,
LIT2117OntheC,On the Crucifixion,,Theophilos of Alexandria,,
LIT2118OntheD,On the Death of Our Lord Jesus Christ,,Rǝtuʿa Haymanot,,
LIT2119OntheD,On the Dormition of John the Baptist,,John Chrysostom,,
LIT2120OntheE,On the Easter Sunday,,John Chrysostom,,
LIT2121OntheE,On the Eight Thoughts of Evilness,,Evagrius,,
LIT2122OntheF,On the Fig Tree,,John Chrysostom,,
LIT2123OntheF,On the Flight of the Holy Family,,John Chrysostom,,
LIT2124OntheF,On the Four Living Beasts,,Rǝtuʿa Haymanot,,
LIT2125OntheG,On the Glory of John the Baptist,,John Chrysostom,,
LIT2126OntheG,On the Glory of the Church,,John Chrysostom,,
LIT2127OntheH,On the Hidden Mysteries of the House of God,,Pseudo-Hierotheus,,
LIT2128OntheH,On the Holy Spirit,,Gregory of Nyssa,,
LIT2129OntheH,On the Honoured Springs of Israel which are Peter and Paul,,Rǝtuʿa Haymanot,,
LIT2130OntheI,On the Incarnation of the Logos,Bäʾǝntä täśäggǝwotu läʾǝgziʾabǝḥer qal,Gregory of Nazianzos,,
LIT2131OntheI,On the Incarnation of the Son,,Rǝtuʿa Haymanot,,
LIT2132OntheJ,On the Judgement of the Sinners,Bäʾǝntä kwǝnnäne ḫaṭǝʾan,,,
LIT2133OntheL,On the Lord’s Prayer,,John Chrysostom,,
LIT2134OntheM,On the Making of Man,,Gregory of Nyssa,,
LIT2135OntheN,On the Nativity of Jesus,,John Chrysostom,,
LIT2136OntheN,On the Nativity of John the Baptist,,John Chrysostom,,
LIT2137OntheP,On the Paraclete,,Rǝtuʿa Haymanot,,
LIT2138OntheP,On the Pharisee,,John Chrysostom,,
LIT2139OntheR,On the Red Sea,On the Erythraean Sea,Agatharchides,,
