ID,Title 1,Title 2,Author,Author ID,MSS related (lookup)
LIT2539Yagata,Yägäṭärwa fana,,Ayyalnäh Mulatu,,
LIT2540Yageta,Yägetaččäw mistočč,,Ṗawlos Ñoñño,,
LIT2541Yagete,Yägǝṭǝm gubaʾe,,Mängǝśtu Lämma,,
LIT2542Yagogg,Yägoǧǧam tarik,,,,
LIT2543Yagond,Yägondäre Gäbrä Maryamaṭǝto magñät,,Nalbandian,,
LIT2544Yahaba,Yäḥabäša ǝnna yäwädäḫwala gabǝčča,,Ḥaddis ʿAlämayyähu,,
LIT2545Yahagg,Yäḥaǧǧǝnna ʿumra guzo śǝnä śǝrʿat,,Muhammad Wale,,
LIT2546Yahayl,Yäḫaylä Śǝllase aḉḉǝr tarik,,Ḫǝruy Wäldä Śǝllase,,
LIT2547Yahell,Yaḥǝllina däwäl,,Bäʿalu Gǝrma,,
LIT2548Yahelm,Yaḥǝlm ruḉḉa,,Mäkwännǝn Ǝndalkaččäw,,
LIT2549Yaheyw,Yäḥǝywät tarik bäḫwala zämän lämminäsu l󠄍ǝǧočč mastawäqiya,,Ḫǝruy Wäldä Śǝllase,,
LIT2550Yahoda,Yähod amlaku qǝṭat,,Yoftahe Nǝguśe,,
LIT2551Yaityo,Yäʾityoṗya aḉḉǝr tarik,,Bǝrhanu Dǝnqe,,
LIT2552Yaityo,Yäʾityoṗya Ḥǝzb Nafqot,,Sǝnǝddu Gäbru,,
LIT2553Yaityo,Yäʾityoṗya ḥǝzb tarik,,Tayyä Gäbrä Maryam,,
LIT2554Yaityo,Yäʾityoṗya nägäśt tarik,,Ḫǝruy Wäldä Śǝllase,,
LIT2555Yaityo,Yäʾityoṗya nǝgǝśtat tarik,,Ḫǝruy Wäldä Śǝllase,,
LIT2556Yaityo,Yäʾityoṗya tarik,,Täklä Ṣadǝq Mäkwǝriya,,
LIT2557Yaityo,Yäʾityoṗyanna yäʾiṭalya ṭorǝnnät aṭe Mǝnilǝkǝnna aṭe Tewodros,,Ṗawlos Ñoñño,,
LIT2558Yakarm,Yäkärmo säw,,Ṣäggaye Gäbrä Mä󑸫dḫǝn,,
LIT2559Yakida,Yäkidanä Qal tiyatǝr,,Aššäbbǝr Gäbrä Ḥǝywät,,
LIT2560Yalacc,Yalačča gabǝčča,,Mängǝśtu Lämma,,
LIT2561Yalebb,Yälǝbb ḥassab:yäbǝrhanǝnna yäṣǝyon mogäsa gabǝčča,,Ḫǝruy Wäldä Śǝllase,,
LIT2562Yaleel,Yälǝʿǝlt wäyzäro Mänän mängäd. Bäʾiyärusalemǝnna bämǝsr,,Ḫǝruy Wäldä Śǝllase,,
LIT2564YalmeZ,Yälmǝžat,,Ḥaddis ʿAlämayyähu,,
LIT2565Yamakk,Yämäkka mädina guzo mǝsṭir,,Kämal Ḥaǧǧ,,
LIT2566Yamakk,Yämäkkära däwäl käMǝṣǝwwa ǝskä Mätämma,,Gärima Täffärä,,
LIT2567Yamann,Yämäññǝta ǝnnat,,Ayyalnäh Mulatu,,
LIT2568Yamare,Yamarǝñña qalat,,Aṣmä Giyorgis Gäbrä Mäsiḥ,,
LIT2569Yamayc,Yämayḉäw zämäčanna yäguzow tarik,,Gäbrä Wäld Ǝngǝda Wärq,,
LIT2570Yanege,Yänǝgǝśtä azeb tarikawi guzo,,Aššäbbǝr Gäbrä Ḥǝywät,,
LIT2571Yapatr,Yäpatris Lumumba asazzañ ammwammwat,,Abbe Gubäñña,,
LIT2572Yaqayy,Yäqäyy kokäb ṭǝrri,,Bäʿalu Gǝrma,,
LIT2573Yaqene,Yäqǝne käwakǝbt,,Bälay Mäkonnǝn,,
LIT2574Yaqeta,Yäqǝṭat maʿbäl,,Käbbädä Mikaʾel,,
LIT2575YarasG,Yäras Gobäna tarik,,,,
LIT2576Yaroma,Yärom awwädadäq,,Abbe Gubäñña,,
LIT2577YaseTa,Yaṣe Täklä Giyorgis yaṣe Yoḥannǝs tarik,,Lämläm,,
LIT2578Yasehu,Yäṣǝḥuf ṭǝbäb mämmäriya,,Daññaččäw Wärqu,,
LIT2579Yasetw,Yäsetwan fätäna,,Mammo Wǝddǝnäh,,
LIT2580Yasi,Yäši,,Täsfaye Gässäsä,,
LIT2581YasoKa,Yäšoḵ aklil,,Ṣäggaye Gäbrä Mä󑸫dḫǝn,,
LIT2582Yatang,Yätangut mǝsṭir,,Bǝrhanu Zäryǝhun,,
LIT2583Yatari,Yätarik mastawäša,,Käbbädä Täsämma,,
LIT2584Yatasf,Yätäsfa ǝgǝr bǝrät,,Säyfu Mättafäriya,,
LIT2585Yatemh,Yätǝmhǝrtǝnna yätämaribettǝrgwǝm,,Ḥaddis ʿAlämayyähu,,
LIT2586Yatenb,Yätǝnbit qäṭäro,,Käbbädä Mikaʾel,,
LIT2587Yatewl,Yätǝwlǝde mäzmur,,Bäfäqadu Moräda,,
LIT2588Yatewo,Yätewodros ʿǝnba,,Bǝrhanu Zäryǝhun,,
LIT2589Yatewo,Yätewodros tarik,,Zännäb,,
LIT2590Yawang,Yäwängel tǝrgwame,,,,
LIT2591Yayoha,Yäyoḥannes wängel mägbiya,,,,
LIT2592YaCamu,Yä-Ḉamut šǝka,,Gäbrä Yäsus Ḫaylämaryam,,
LIT2593Yedras,Yǝdräs lä-wändǝmme lämmalawqǝh,,Ṣäggaye Gäbrä Mädḫǝn,,
LIT2594Yehmas,Yǝh mäṣaf yämmiṭäqqǝm mä󑸫dḫanit yämminägǝr näw,,,,
LIT2595Yestos,"Yǝsṭos, Aboli and Tawǝklǝya",,,,
LIT2596YiFiqm,Yi Fiqma,,Yasin Maḥammoda,,
LIT2597YinayY,Yinay Yibaaxo Yaqassinay,,Yasin Maḥammoda,,
LIT2598Yosipp,Yosippon,"Sēfer Yosippon, Sēfer [Yosef] Ben Goryon, Zena Ayhud",Joseph ben Gorion,,
LIT2599zaamla,zäʾamlakǝyä,,,,
LIT2600zafara,Ẓafar al-wālih bi-muẓaffar wa-ālihī fī taʾrīḫ Kuǧarāt,,al-Uluġḫānī,,
LIT2601Zahaga,Zähagär wägäbäzä Aksum,,,,
LIT2602Zandos,Zändo sinägś,,Afäwärq Gäbrä Iyäsus,,
LIT2603Zannab,Zännäbäčč,,Mälʾaku Bäggosäw,,
LIT2604Zantas,Zanta Ṣäʿazzägan Hazzägan,,,,
LIT2605Zayena,Zäyǝnäggǝś zäʾabunä Yared,,,,
LIT2606Zehala,Zǝḥaläfä nǝbrät Ertǝra,,Bärḥe Mäsgun,,
LIT2607Zekran,Zǝkrä nägär,,Maḫtämä Śǝllase Wäldä Mäsqäl,,
LIT2608Zekras,Zǝkrä ṣadǝq,,,,
LIT2609Zemeca,Zemeča,,Kit’jan,,
LIT2610Zemmar,Zǝmmare,,,,
LIT2611Zenaab,Zena abäw qǝddusan,Apophthegmata Patrum,,,
LIT2612Zenabe,Zena bǝʾǝsit zäʿǝfrät,,,,
LIT2613ZenaDa,Zena Däbrä Libanos,,,,
LIT2614ZenaDa,Zena Däbrä Sina,,,,
LIT2615Zenaer,Zena ʿǝrgäta,,,,
LIT2616Zenaes,Zena Ǝskǝndǝr,Christian Romance of Alexander the Great; Bäʾǝntä gǝbru,,,
LIT2617Zenaki,Zena kidanomu läṣadǝqan,,,,
LIT2618ZenaLa,Zena Lalibäla,,,,
LIT2619Zenala,Zena lämaryam wäfǝlsäta,,,,
LIT2620ZenaLe,Zena Lǝssan,,,,
LIT2621Zenama,Zena mäṣaḥǝftä bǝranna,,Aklilä Bǝrhan,,
LIT2622ZenaMa,Zena Mäzmurä Dǝngǝl,,,,
LIT2623Zenana,Zena nägäromu läśǝllase,,,,
LIT2624ZenaNa,Zena Narga,,,,
LIT2625ZenaSe,Zena Sǝkǝndǝs ṭäbib läʾǝndǝryanos nǝguś wätǝmhǝrtatihu wäṭǝbäbu wätäsǝʾǝlotatihu,,,,
LIT2626Zenase,Zena Ṣǝyon,,,,
LIT2627Zenaze,Zena zǝkrä sǝmu,,,,
LIT2628Zenade,Zena ḍǝnsäta wälǝdäta,,,,
LIT2629Zenahu,Zenahu lägalla,,Baḥrǝy,,
LIT2630Zenahu,Zenahu läqerlos,,,,
LIT2631Zenahu,Zenahu lätewoflos,,,,
LIT2632Zennan,Zǝnnan tärätǝn mǝsselan nay qäddamot,,Yaʿǝqob Gäbrä Iyäsu,,
LIT2633Zosimo,"Zosimos, Narrative of",,,,
LIT2634Zuqnin,Zuqnin Chronicle,,Pseudo-Dionysius,,
LIT2635Dawana,Ḍäwänä näfs,,,,
LIT2636Asart,ʿAśärtu täsƾʾǝlotat,,,,
