ID,Name,First name,Altname,Altname,Altname,Gender,Nationality/Ethnicity,Religion,Relations,Qualifier,Qualifier,Time,Place,Texts related (lookup),MSS related (lookup)
PRS1259AbonasT,Abonäš Täklä Maryam,,,,,f,,,, wäyz. ,,,,,
PRS1260Abose,Abose,,,,,m,,,, king ,,,,,
PRS1261Abourni,Abourni,,,,,m,,,, king ,,,,,
PRS1262Aboyye,Aboyye,,,,,m,,,, däǧǧ. ,,,,,
PRS1263Abraha,Abraha,,,,,m,,,, king,,,,,
PRS1264Abraha,Abraha,,,,,m,,,, nǝburä ǝd ,,,,,
PRS1265AbrahaF,Abraha François,,,,,m,,,, abunä ,,,,,
PRS1266AbrahaT,Abräha Täsämma,,,,,m,,,, däǧǧ. ,,,,,
PRS1267Abraham,Abraham,,,,,m,,,, anbā ,,,,,
PRS1268Abraham,Abraham,,,,,m,,,, anti-patriarch ,,,,,
PRS1269Abraham,Abraham,,Abrǝham,,,m,,,,Prophet,,,,,
PRS1270Abraham,Abraham,,,,,m,,,, bishop ,,,,,
PRS1271Abraham,Abraham, Roy Clive,,,,m,,,, sch. ,,,,,
PRS1272Abraham,Abraham de Georgiis,,,,,m,,,, miss. ,,,,,
PRS1273Abraham,Abraham Ecchelensis,,,,,m,,,, sch. ,,,,,
PRS1274Abraham,Abraham Ganibal,,Ibrahim Hannibal,,,m,,,, mil. ,,,,,
PRS1275Abraham,Abraham Ortelius,,,,,m,,,, cart. ,,,,,
PRS1276Abraham,Abraham the Syrian,,,,,m,,,, patriarch of Alexandria ,,,Alexandria,,
PRS1277Abraham,Abraham “the stone-cutter”,,,,,m,,,, St. ,,,,,
PRS1278Abrako,Abrako,,,,,m,,,, wälaqa nägaš ,,,,,
PRS1279Abram,Abram,,Ibrāhīm,,,m,,,, ḥaṭī ,,,,,
PRS1280Abranyos,Abranyos,,,,,m,,,, St. ,,,,,
PRS1281Abranyos,Abranyos,,Gämoč,,,m,,,, ʿaqqabe säʿat ,,,,,
PRS1282Abraset,Abraset,,,,,m,,,, king ,,,,,
PRS1283Abre,Abre,,,,,m,,,, noble ,,,,,
PRS1284Abrehaa,Abrǝha and Aṣbǝḥa,,Ǝllä Aṣbǝḥa,,,m,,,, kings ,,,,,
PRS1285AbrehaA,Abrǝha Arʾaya Dǝmṣu,,,,,m,,,, däǧǧ. ,,,,,
PRS1286AbrehaD,Abrǝha Däboḉ,,,,,m,,,, patriot ,,,,,
PRS1287AbrehaG,Abrǝha Gäbrä Ḥǝywät,,,,,m,,,, wr. ,,,,,
PRS1288AbrehaR,Abrǝha Rǝstu,,,,,m,,,, wr. ,,,,,
PRS1289Abreham,Abrǝham,,,,,m,,,, anc. Däqqi Täššǝm ,,,,,
PRS1290Abreham,Abrǝham,,mämhǝr Dästa,,,m,,,,bishop,,,,,
PRS1291Abreham,Abrǝham,,,,,m,,,, ǝḉḉ. ,,,,,
PRS1292Abreham,Abrǝham,,,,,m,,, fath. Libanos ,,,,,,
PRS1293Abreham,Abrǝham,,,,,m,,, fath. Śärḍä Ṗeṭros ,,,,,,
PRS1294Abreham,Abrǝham,,,,,m,,,, qaṣ ,,,,,
PRS1295Abreham,Abrǝham,,,,,m,,,, St.,,, of Däbrä Ṣǝyon,,
PRS1296Abreham,Abrǝham,,,,,m,,,, St.,,, of Qata ,,
PRS1297Abreham,Abrǝham Adgäh,,,,,m,,,, miss. ,,,,,
PRS1298Abreham,Abrǝham Dämoz,,,,,m,,,, sch. ,,,,,
PRS1299Abreham,Abrǝham Mogäs,,,,,m,,,, art. ,,,,,
PRS1300Abreu,Abreu, Jorge de,,,,m,,,, fidalgo ,,,,,
PRS1301Absadio,Absadi of Azäzo,,,,,m,,,, St. ,,,,,
PRS1302Absadio,Absadi of Däbrä Maryam,,,,,m,,,, St.,,,,,
PRS1303Absame,Absame,,,,,m,,,, anc. ,,,,,
PRS1304AbuAbb,Abū ʿAbbās Aḥmad b. Muḥammad b. al-Muḫtār al-Tiǧānī,,,,,m,,,, šayḫ ,,,,,
PRS1305AbuAbd,Abū ʿAbdallāh Muḥammad,,,,,m,,,, šayḫ  ,,,Walašmaʿ,,
PRS1306AbuAbd,Abū ʿAbdallāh Muḥammad b. ʿAbdallāh b. Ziyād al-Umawī,,,,,m,,,, amīr ,,,,,
PRS1307AbuAbd,Abū ʿAbdallāh Muḥammad b. Abī Bakr al-Gidāʾī,,,,,m,,,, faqīh ,,,,,
PRS1308AbuAbd,Abū ʿAbdallāh Muḥammad b. al-Ḥasan aš-Šaybānī,,,,,m,,,, qāḍī ,,,,,
PRS1309AbuAbd,Abū ʿAbdallāh Muḥammad b. Yaḥyā b. al-Mālik b. Abī s-Sadād,,,,,m,,,, sulṭ.  ,,,Dahlak,,
PRS1310AbuAhma,Abū Aḥmad al-Iṯyūbī,,,,,m,,,, sch. ,,,,,
PRS1311AbuAmr,Abū ʿAmr,,,,,m,,,, wr. ,,,,,
PRS1312AbuAng,Abū ʿAnǧa Ḥamdān,,Ḥamdān Abū ʿAnǧa,,,m,,,, amīr,,,,,
PRS1313AbuBakr,Abū Bakr,,,,,m,,,, kūšam ,,,,,
PRS1314AbuBakr,Abū Bakr al-Mīrġanī,,,,,m,,,, šayḫ ,,,,,
PRS1315AbuBakr,Abū Bakr Aršūnā,,,,,m,,,, faqīh ,,,,,
PRS1316AbuBakr,Abū Bakr aṣ-Ṣiddīq,,,,,m,,,, ḫalīfa ,,,,,
PRS1317AbuBakr,Abū Bakr b. ʿAbdallāh al-ʿAydarūs,,,,,m,,,, šayḫ ,,,,,
PRS1318AbuBakr,Abū Bakr b. ʿAbdallāh b. ʿAlī,,,,,m,,,, amīr ,,,,,
PRS1319AbuBakr,Abū Bakr b. aftāl garād ʿAbdalmannān b. Muḥammad,,,,,m,,,, amīr ,,,,,
PRS1320AbuBakr,Abū Bakr b. ʿAli b. Ṣabraddīn,,,,,m,,,, sulṭ. ,,,,,
PRS1321AbuBakr,Abū Bakr b. Faḫraddīn,,,,,m,,,, sulṭ. ,,,,,
PRS1322AbuBakr,Abū Bakr b. Muḥammad b. Āzar,,,,,m,,,, sulṭ. ,,,,,
PRS1323AbuBakr,Abū Bakr b. Naṣraddin b. Muḥammad Aršūna ,,,,,m,,,,,,,,,
PRS1324AbuBakr,Abū Bakr b. Yimāǧ Ahmad,,,,,m,,,, amīr ,,,,,
PRS1325AbuBakr,Abū Bakr b. ʿUmar,,,,,m,,,, šayḫ ,,,,,
PRS1326AbuBakr,Abū Bakr Fāḍil ad-Dankalī,,,,,m,,,, šayḫ ,,,,,
PRS1327AbuBakr,Abū Bakr Ibrāhīm Šaḥīm ,,Abī Bakr Abū Bakr b. Arbāhim b. Šeḥem,,,m,,,, merchant,,,,,
PRS1328AbuBakr,Abū Bakr Ibrāhīm Šarīf,,,,,m,,,, al-ḥāǧǧ ,,,,,
PRS1329AbuBakr,Abū Bakr Nimr,,,,,m,,,,chief ,,, Takruri,,
PRS1330AbuBakr,Abū Bakr ʿUmar,,,,,m,,,, šayḫ,,,,,
PRS1331AbuBikr,Abū Bikra al-Ḥabašī,,,,,m,,,,companion of the Prophet ,,,,,
PRS1332Abuhami,Abū Ḥāmid al-Ġarnāṭī al-Andalusī,,,,,m,,,, rel. ,,,,,
PRS1333Abuhani,Abū Ḥanīfa an-Nuʿmān b. Ṯābit,,,,,m,,,, al-imām al-aʿẓam ,,,,,
PRS1334Abuhayy,Abū Ḥayyān,,,,,m,,,, sch. ,,,,,
PRS1335AbuIbr,Abū Ibrāhīm Ismāʿīl al-Muzānī,,,,,m,,,, jur. ,,,,,
PRS1336AbuIna,Abū ʿInān,,,,,m,,,, ruler ,,,,,
PRS1337AbuIsha,Abū Isḥāq b. Faḍlallāh,,,,,m,,,, translator ,,,,,
PRS1338AbuKari,Abū Karib Asʿad,,,,,m,,,, king ,,,,,
PRS1339AbulA,Abū l-ʿAbbās b. Surayǧ,,,,,m,,,, theol. ,,,,,
PRS1340AbulBa,Abū l-Barakāt b. Kabar,,,,,m,,,, theol. ,,,,,
PRS1341AbulFa,Abū l-Faḍāʾil b. al-ʿAssāl aṣ-Ṣafī,,,,,m,,,, faqīh ,,,,,
PRS1342AbulFa,Abū l-Faraǧ ʿAbdallāh b. aṭ-Ṭayyib,,,,,m,,,, theol. ,,,,,
PRS1343AbulFa,Abū l-Faraǧ al-Iṣfahānī,,,,,m,,,, wr. ,,,,,
PRS1344AbulFa,Abū l-Faraǧ al-Waʾwāʾ,,,,,m,,,, poet ,,,,,
PRS1345AbulFa,Abū l-Faraǧ b. aṭ-Ṭayyib al-ʿIrāqī,,,,,m,,,, theol. ,,,,,
PRS1346AbulFa,Abū l-Fatḥ ʿAbdallāh b. al-Faḍl,,,,,m,,,, translator ,,,,,
PRS1347AbulFi,Abū l-Fidā,,,,,m,,,, geog. ,,,,,
PRS1348Abulga,Abū l-Ǧayš Isḥāq b. Ibrāhīm b. Ziyād,,,,,m,,,, king ,,,,,
PRS1349Abulha,Abū l-Ḥāriṯ Muḥammad b. Aḥmad b. Farīġūn,,,,,m,,,, amīr ,,,,,
PRS1350Abulha,Abū l-Ḥasan al-Šāḏilī,,,,,m,,,, šayḫ ,,,,,
PRS1351Abulha,Abū l-Ḥasan Nūraddīn ʿAlī,,,,,m,,,, publ. ,,,,,
PRS1352AbulMa,Abū l-Maḥāsin b. Taǧrībirdī,,,,,m,,,, wr. ,,,,,
PRS1353AbulMa,Abū l-Makārim Saʿdallāh b. Ǧirǧīs b. Masʿūd,,,,,m,,,, wr. ,,,,,
PRS1354AbuMuha,Abū Muḥammad al-Rabʿ Murādī,,,,,m,,,, jur. ,,,,,
PRS1355AburRa,Abū r-Rabīʿ Sulaymān b. Mūsā b. ʿAlī,,,,,m,,,, faqīh ,,,,,
PRS1356AbuRumi,Abu Rumi,,abba Abrǝham,,,m,,,, translator ,,,,,
PRS1357AbusSa,Abū s-Sadād (I) al-Muwaffaq b. Yaḥyā b. Abī s-Sadād al Muwaffaq al-Mubārakī,,,,,m,,,, sulṭ. ,,,,,
PRS1358AbusSa,Abū s-Sadād (II) al-Muwaffaq b. Yaḥyā b. Abī s-Sadād al Muwaffaq al-Mubārakī,,,,,m,,,, sulṭ. ,,,,,
PRS1359AbusSa,Abū s-Sadād (III) b. Abī s-Sadād al-Muwaffaq b. Yaḥyā al-Muwaffaq,,,,,m,,,, sulṭ. ,,,,,
PRS1360Abusaki,Abū Šākir b. Abī l-Karam Buṭrus b. ar-Rāhib,,,,,m,,,, wr. ,,,,,
PRS1361Abusali,Abū Ṣāliḥ the Armenian,,,,,m,,,, wr. ,,,,,
PRS1362Abusali,Abū Ṣāliḥ Mūsā b. Ǧankī Dost,,,,,m,,, fath. ʿAbdalqādir ,,,,,,
PRS1363Abusok,Abū Šōk,,,,,m,,,, chief ,,,,,
PRS1364AbuSufy,Abū Sufyān b. Ḥarb,,,,,m,,,, chief ,,,,,
PRS1365Abutali,Abū Ṭālib,,,,,m,,, uncle Muḥammad ,,,,,,
PRS1366AbuTarb,Abū Tarbū,,,,,m,,,, St. ,,,,,
PRS1367AbuUtm,Abū ʿUṯmān al-Ǧāḥiẓ,,,,,m,,,, wr. ,,,,,
PRS1368AbuYa,Abū Yaʿqūb Yūsuf al-Buwayṭī,,,,,m,,,, jur. ,,,,,
PRS1369AbuYahn,Abū Yāḥnes,,,,,m,,,, St. ,,,,,
PRS1370AbuYusu,Abū Yūsuf Yaʿqūb b. Ibrāhīm al-Anṣārī al-Kūfī,,,,,m,,,, qāḍī ,,,,,
PRS1371AbuZayd,Abū Zayd Aḥmad b. Sahl al-Balḫī,,,,,m,,,, geog. ,,,,,
PRS1372AbuZayd,Abū Zayd as-Sīrāfī,,,,,m,,,, wr. ,,,,,
PRS1373Abukar,Ab(u)karib Asʿad,,,,,m,,,, king ,,,,,
PRS1374Abulides,Abulidǝs,,,,,m,,,, däǧǧ. ,,,,,
PRS1375Abuqir,Abuqir,,,,,m,,,, mäm. ,,,,,
PRS1376Abusaker,Abušakǝr,,Abū Šākir b. Abī l-Karam Buṭrus b. al-Muhaḏḏib,,,m,,,, wr. ,,,,,
PRS1377Abut,Abut,,,,,m,,,, ruler ,,,,,
PRS1378Abya,Abya,,,,,m,,,, king ,,,,,
PRS1379Accamyal,Aččamyälläh Däbbäla,,,,,m,,,, art. ,,,,,
PRS1380Ackad,Ackad, Michael,,,,m,,,, dipl. ,,,,,
PRS1381Acton,Acton, Roger,,,,m,,,, coll. ,,,,,
PRS1382Adaal,ʿAdâʿal,,,,,m,,,, anc. ,,,,,
PRS1383AdalMa,ʿAdal Mäbräq,,,,,m,,,, mil. ,,,,,
PRS1384AdalMan,Adäl Mängǝśa,,,,,f,,, daugh. Zärʾa Yaʿǝqob ,,,,,,
PRS1385Adam,Adam,,,,,m,,,, anc. ,,,,,
PRS1386Adam,Adam,,,,,m,,,, bibl. ,,,,,
PRS1387Adam,Adam,,,,,m,,, fath.? Yared ,,,,,,
PRS1388Adam,Adam, Guillaume,,,,m,,,, miss. ,,,,,
PRS1389Adam,Adäm,,,,,m,,, son Mäḥammad Ali ,,,,,,
PRS1390AdamAbb,Adam Abbaa Dikko,,,,,m,,,, ḥāǧǧ ,,,,,
PRS1391adamal,Ādam al-Kinānī,,,,,m,,,, šayḫ ,,,,,
PRS1392adamb,Ādam b. Abī Bakr,,,,,m,,,, šayḫ ,,,,,
PRS1393adamb,Ādam b. Kawšan,,,,,m,,,, garād ,,,,,
PRS1394adamAd,Ādam (Adan) b. Ṣādiq,,,,,m,,,, imām ,,,,,
PRS1395Adame,Adame,,,,,m,,,, graz. ,,,,,
PRS1396Adan,Adan,,,,,m,,,, anc. ,,,,,
PRS1397AdanFar,Adan Faroole,,,,,m,,,, anc. ,,,,,
PRS1398Adanaer,Adanä Ǝrgäṭe,,,,,m,,,, mil. ,,,,,
PRS1399Adanaw,Adanäw,,,,,m,,,, šaläqa ,,,,,
PRS1400Adanson,Adanson, Michel,,,,m,,,, sch. ,,,,,
PRS1401AdaraBi,Adära Bille,,,,,m,,,, chief ,,,Wällo ,,
PRS1402Adaraha,Adära Ḫaylu,,,,,m,,,, lord ,,,,,
PRS1403Adaru,Adäru,,,,,m,,,, baldäras ,,,,,
PRS1404Adaru,Adäru,,,,,m,,,, däǧǧ. ,,,,,
PRS1405Adaye,Adaye,,,,,m,,,, kawo ,,,,,
PRS1406Addababa,Addäbabay,,“Adiby”,,,m,,,, baḥ.n. ,,,,,
PRS1407Addali,ʿAddalī,,Addole,,,m,,,, wazīr ,,,,,
PRS1408Addam,Addam,,,,,m,,,, abba ,,,Ǝnfraz,,
PRS1409AddamuS,Addamu Sǝläši,,,,,m,,,, acad. ,,,,,
PRS1410AddamuT,Addamu Täsfaw,,,,,m,,,, qes ,,,,,
PRS1411Addegah,Addegäh,,,,,m,,,, däǧǧ. ,,,,,
PRS1412Addole,ʿAddole,,ʿAdlī,,,m,,,, wazīr ,,,,,
PRS1413AdemFay,Adem Fayd Amir,,,,,m,,,, singer ,,,,,
PRS1414AdenElm,Aden Elmi,,,,,m,,,, poet ,,,,,
PRS1415AdenawG,Adǝnäw Goššu,,,,,m,,,, liq.m. ,,,,,
PRS1416Adgaban,ʿAdgaban,,,,,m,,,, wadi ,,,,,
PRS1417Adhani,Adḫani,,,,,m,,,, St.,,,,,
PRS1418Adhano,Adḫano,,,,,m,,,, king ,,,,,
PRS1419Adhanom,Adḫanom Sǝʾǝlu,,,,,m,,,, miss. ,,,,,
PRS1420Adibys,Adiby s. Addäbabay,,,,,m,,,, bah.n. ,,,,,
PRS1421adiA,ʿĀdī (ʿAddiy),,,,,m,,,, viceroy ,,,Egypt,,
PRS1422Adiburgi,Adiburǧi Adikyaz,,,,,m,,,, chief ,,,Dorze,,
PRS1423Adil,Adil,,,,,m,,, broth. King Solomon ,,,,,,
PRS1424aladil,al-ʿĀdil ʿAlī b. as-Salār,,,,,m,,,, vizier ,,,,,
PRS1425adilsa,ʿĀdil Šāh,,,,,m,,,, sulṭ. ,,,,,
PRS1426Adkama,Adkämä,,,,,m,,,, anc. ,,,,,
PRS1427AdlanI,Adlan I,,,,,m,,,, makk ,,,,,
PRS1428Adler,Adler, Ivan,,,,m,,,, sch. ,,,,,
PRS1429AdmasMo,Admas Mogäsa,,Śǝllus Ḫayle,,,m,,,, ǝtege ,,,,,
PRS1430Admasu,Admasu,,,,,m,,,, aläqa ,,,,,
PRS1431Admasu,Admasu,,,,,m,,,, liq.k. ,,,,,
PRS1432Admasu,Admasu,,,,,m,,,, wag šum ,,,,,
PRS1433AdmasuB,Admasu Badima,,,,,m,,,, filmmaker ,,,,,
PRS1434AdmasuB,Admasu Bǝrru (Abba Näwṭ),,,,,m,,,, däǧǧ. ,,,,,
PRS1435Admasug,Admasu Ǧämbare,,,,,m,,,, sch. ,,,,,
PRS1436Admasus,Admasu Šǝfärraw,,,,,m,,,, sch ,,,,,
PRS1437AdrianV,Adrian VI,,,,,m,,,, Pope ,,,,,
PRS1438Adruhb,Aḏrūḥ b. Tadrūs,,Aḏraḥ,,,m,,,, imām ,,,,,
PRS1439Aedesius,Aedesius,, Aidesios,Adesyos,Sidrakos,m,,,, miss. ,,,,,
PRS1440AeliusG,Aelius Gallus,,,,,m,,,, gov. ,,,,,
PRS1441Aemero,Aʾǝmǝro,,,,,m,,,, däbtära ,,,,,
PRS1442Aemero,Aʾǝmǝro śǝllase Abbäbä,,,,,m,,,, däǧǧ. ,,,,,
PRS1443Aeon,Aeon,,,,,m,,,, theol. ,,,,,
PRS1444Aeschylu,Aeschylus,,,,,m,,,, wr. ,,,,,
PRS1445Aescoly,Aešcoly, Aaron Ze’ev,Weintraub,,,m,,,, sch. ,,,,,
PRS1446Aesop,Aesop,,,,,m,,,, wr. ,,,,,
PRS1447Aetius,Aetius,,,,,m,,,, bishop ,,,,,
PRS1448AfaDeng,Afä Dǝngǝl,,,,,m,,,, ruler ,,,,,
PRS1449AfaWarq,Afä Wärq Mängäšä,,,,,m,,,, mäggabe mǝśṭir ,,,,,
PRS1450AfawaDe,Afawä Dǝngǝl,,,,,m,,,, priest ,,,,,
PRS1451Afawarq,Afäwärq Gäbrä Iyäsus,,,,,m,,,, näggadras ,,,,,
PRS1452Afawarq,Afäwärq Mängäša,,,,,m,,,, art. ,,,,,
PRS1453Afawarq,Afäwärq Manna,,,,,m,,,, filmmaker ,,,,,
PRS1454Afawarq,Afäwärq Täkle,,,,,m,,,, art. ,,,,,
PRS1455Afawarq,Afäwärq Wäldä Maryam,,,,,m,,,, civil servant,,,,,
PRS1456Afawarq,Afäwärq Wäldä Sämayat,,Afäwärq,,,m,,,, mil. ,,,,,
PRS1457Afawarq,Afäwärq Yoḥannǝs,,,,,m,,,, wr. ,,,,,
PRS1458Afayzaru,Afayzaru,,,,,m,,,, ḥāǧǧ ,,,,,
PRS1459alAfdhal,al-Afḍal,,,,,m,,,, wazīr ,,,,,
PRS1460Afilas,Afilas,,Afilas bisi Dimele, ΑΦΙΛΑС ΒΙСΙ ΔΙΜΗΛΗ,,m,,,, king ,,,,,
PRS1461Afnin,Afnin ,,Ofanim,,,m,,,, archangel ,,,,,
PRS1462Afnin,Afnin,,,,,m,,,, art. ,,,,,
PRS1463AfonsoV,Afonso V,,,,,m,,,, king of Portugal ,,,,,
PRS1464Afonsod,Afonso de Payva,,,,,m,,,, env. ,,,,,
PRS1465Afonsod,Afonso de Portugal,,,,,m,,,, cardinal infante ,,,,,
PRS1466Afra,ʿAfrāʾ,,,,,m,,,, anc. ,,,,,
PRS1467Afse,Afṣe,,,,,m,,,, St. ,,,,,
PRS1468Aftayka,Aftay käntibay Bula ,,,,,m,,,,käntibay,,,,,
PRS1469Agaago,Agaago,,,,,m,,,, king ,,,,,
PRS1470AgabaWa,Aǧäbä Wärqe,,,,,m,,,, wäyz. ,,,,,
PRS1471Agannahu,Agäññähu Ǝngǝda,,,,,m,,,, art. ,,,,,
PRS1472Agapis,Agaṗis,,,,,m,,,, martyr ,,,,,
PRS1473Agapius,Agapius of Manbiǧ,,Maḥbūb b. Qusṭanṭīya,,,m,,,, wr. ,,,,,
PRS1474Agathang,Agathange de Vendôme,,,,,m,,,, miss. ,,,,,
PRS1475Agatharc,Agatharchides of Knidos ,,Agatharchides of Cnidus,,,m,,,, geog. ,,,Knidos,,
PRS1476Agathon,Agathōn,,,,,m,,,, scribe ,,,,,
PRS1477AgaZe,Agaže,,,,,m,,,, miss.,,,,,
PRS1478Agazi,Agʾazi,,Zärʾu Gäsäsä,,,m,,,, pol.,,,,,
PRS1479Agdar,Agdär,,,,,m,,,, king,,,,,
PRS1480AgdawWa,Agdaw Wäldä Giyorgis,,,,,m,,,, wr. ,,,,,
PRS1481Agder,Agdǝr,,,,,m,,,, king,,,,,
PRS1482Ageyat,Aǧǝyat Geswät,,,,,m,,,, anc. ,,,,,
PRS1483Aggaba,ʿAggäba Ṣǝyon,,,,,m,,,, founder ,,,Ṣäʿazzäga,,
PRS1484Agge,Agge, Gunnar,,,,m,,,, med. ,,,,,
PRS1485Aggedaw,Aggǝdäw Wäldä Maryam,,,,,m,,,, näggadras,,,,,
PRS1486Agib,ʿAǧīb,,"ʿAǧīb ""the Great""",,,m,,,, mil. ,,,,,
PRS1487Agize,Agize,,,,,m,,,, king ,,,,,
PRS1488Agnateyo,Agnaṭǝyos,,,,,m,,,, bitw. ,,,,,
PRS1489Agnateyo,Agnaṭǝyos (Agnaṭewos),,,,,m,,,, ǝḉḉ. ,,,,,
PRS1490AgneAg,Agne (Agana),,,,,m,,,, anc. ,,,,,
PRS1491Agnesa,Agnesa, Giacomo,,,,m,,,, pol. ,,,,,
PRS1492Agostini,Agostini, Augusto,,,,m,,,, general ,,,,,
PRS1493Agostino,Agosṭinos Tädla,,,,,m,,,, abba ,,,,,
PRS1494Agrippa,Agrippa,,,,,m,,,, bibl. ,,,,,
PRS1495Aguirre,Aguirre,,,,,m,Spain,,, Basque pol. ,,,,,
PRS1496AhadaAn,Aḥada Anbäsa,,,,,m,,,, bäʿalä gada ,,,,,
PRS1497AhaduSa,Ahadu Sabure,,,,,m,,,, wr. ,,,,,
PRS1498Ahasueru,Ahasuerus b. Cyrus b. Ǧāmāsp,,,,,m,,,, ruler ,,,,,
PRS1499Ahiqar,Aḥiqar (Ḫikar),,Ahiqar the Wise ,,,m,,,,St.,,,,,
PRS1500Ahmad,Aḥmad,,,,,m,,,, imām ,,,Zaylaʿ,,
PRS1501Ahmad,Aḥmad,,,,,m,,, son Ladaʿ ʿUṯmān , gärad,,,,,
PRS1502AhmadA,Aḥmad ʿAbdalkarīm,,,,,m,,,, nāʾib,,,,,
PRS1503Ahmadad,Aḥmad Ādam,,Dāniy al-Awal,,,m,,,, šayḫ ,,,,,
PRS1504AhmadAr,Ahmad Arʾay,,,,,m,,,, nāʾib ,,,,,
PRS1505Ahmadal,Aḥmad al-Badawī,,,,,m,,,, šayḫ ,,,,,
PRS1506AhmadA,Ahmad [Axmed] Dini,,,,,m,,,, filmmaker ,,,,,
PRS1507Ahmadal,Aḥmad al-Ḥasan Muḥammad Ḥasano,,,,,m,,,, maʾmūr ,,,,,
PRS1508Ahmadal,Aḥmad al-Muʾayyad, anc. ,,,,m,,,,,,,,,
PRS1509Ahmadan,Aḥmad an-Naǧāšī,,Naǧāšī,,,m,,,,king,,,,,
PRS1510Ahmadan,Aḥmad an-Naǧāšī,,,,,m,,, son Aḥmad b. Ibrāhīm al-Ġāzī ,,,,,,
PRS1511Ahmadas,Aḥmad aš-Šāmī,,,,,m,,,, wr. ,,,,,
PRS1512Ahmadas,Aḥmad aš-Šarǧī,,,,,m,,,, wr. ,,,,,
PRS1513Ahmadat,Aḥmad aṭ-Ṭayyib al-Bašīr,,,,,m,,,, šayḫ ,,,,,
PRS1514Ahmadb,Aḥmad b. ʿAbdallāh b. Naṣraddīn,,,,,m,,,, qāḍī ,,,,,
PRS1515Ahmadb,Aḥmad b. Abī Bakr,,,,,m,,,, amīr ,,,,,
PRS1516Ahmadb,Aḥmad b. Ādam,,,,,m,,,, šayḫ ,,,,,
PRS1517Ahmadb,Aḥmad b. al-Hādī,,,,,m,,,, sayyid ,,,,,
PRS1518Ahmadb,Aḥmad b. al-wazīr Abrām ,,,,,m,,,,wazir,,,,,
PRS1519Ahmadb,Aḥmad b. ʿAli Mirāḥ,,,,,m,,,, pol. ,,,,,
PRS1520Ahmadb,Aḥmad b. Bašīr,,,,,m,,,, šayḫ ,,,,,
PRS1521Ahmadb,Aḥmad b. Ḥanbal,,,,,m,,,, wr. ,,,,,
PRS1522Ahmadb,Aḥmad b. Ibrāhīm al-Ġāzī,,Aḥmad b. Ibrāhīm al-Māḫiḍī, Aḥmäd “Grañ”, Axmed Gurrey,m,Adal,,, imām,,,,,
PRS1523Ahmadb,Aḥmad b. Idrīs al-Fāsī,,,,,m,,,, šayḫ ,,,,,
PRS1524Ahmadb,Aḥmad b. Ismāʿīl,,,,,m,,,, sulṭ. ,,,,,
PRS1525Ahmadb,Aḥmad b. Muḥammad,,,,,m,,,, sayyid ,,,,,
PRS1526Ahmadb,Aḥmad b. Muḥammad b. Yūsuf,,,,,m,,,, amīr ,,,,,
PRS1527Ahmadb,Aḥmad b. Mūsā b. ʿUǧayl,,,,,m,,,, šayḫ ,,,,,
PRS1528Ahmadb,Aḥmad b. Saʿīd,,,,,m,,,, sulṭ. ,,,Oman,,
PRS1529Ahmadb,Aḥmad b. Ṣāliḥ,,,,,m,,,, šayḫ ,,,,,
PRS1530Ahmadb,Aḥmad b. ʿUmar b. Mūsā b. Wädaǧo b. Sahl,,Aḥmäd Därra,,,m,,,, al-ḥāǧǧ ,,,,,
PRS1531Ahmadb,Aḥmad b. Yahyā,,,,,m,,,, imām ,,d. 1962,,,
PRS1532AhmadBa,Aḥmad Badlāy (Šihābaddīn Aḥmad Badlay b. Saʿdaddīn),,,,,m,,,, sulṭ. ,,,,,
PRS1533AhmadBa,Aḥmad Baraʿole,,,,,m,,,, fit. ,,,,,
PRS1534Ahmadbe,Aḥmad bey Muḥammad Adum,,,,,m,,,, pol. ,,,,,
PRS1535AhmadDi,Aḥmad Dīnī Aḥmad,,,,,m,,,, pol. ,,,,,
PRS1536Ahmadef,Aḥmad effendi al-Ġūl ,,,,,m,,,,effendi,,,,,
PRS1537Ahmadga,Aḥmad Ġāšim,,,,,m,,,, mil. ,,,,,
PRS1538Ahmadal,Aḥmad al-Ǧawharī,,,,,m,,,, mus. ,,,,,
PRS1539Ahmadha,Aḥmad Ḥarb Arʿad b. ʿAlī b. Ṣabraddīn,,,,,m,,,, sulṭ. ,,,,,
PRS1540Ahmadha,Aḥmad Ḥasan,,,,,m,,,, nāʾib ,,,,,
PRS1541Ahmadhi,Aḥmad Ḥifnī al-Qināʾi,,,,,m,,,, šayḫ ,,,,,
PRS1542AhmadIz,Aḥmad Izzīn,,,,,m,,,, āw ,,,,,
PRS1543AhmadLu,Aḥmad Luṭfī Ǧumʿa,,,,,m,,,, sch. ,,,,,
PRS1544AhmadMu,Aḥmad Mūsā b. ʿUǧayl,,,,,m,,,, theol. ,,,,,
PRS1545AhmadNa,Aḥmad Naǧāš,,,,,m,,,, šayḫ ,,,,,
PRS1546AhmadNa,Aḥmad Nāṣir,,,,,m,,,, pol. ,,,,,
PRS1547AhmadNa,Aḥmad Našʾāt effendi ,,,,,m,,,,effendi,,,,,
PRS1548AhmadNu,Aḥmad Nure,,,,,m,,,, šayḫ ,,,,,
PRS1549Ahmadsa,Aḥmad Ṣāliḥ ʿAbdallāh,,,,,m,,,, redanto ,,,,,
PRS1550Ahmadsa,Aḥmad Ṣāliḥ Baraʿole,,,,,m,,,, sayyīd ,,,,,
