ID,Name,First name,Altname,Altname,Altname,Gender,Nationality/Ethnicity,Religion,Relations,Qualifier,Qualifier,Time,Place,Texts related (lookup),MSS related (lookup)
PRS6714Marcianu,Marcianus of Heraclaea,,,,,m,,,, sch. ,,,,,
PRS6715Marcopol,Marcopoli bey ,,,,,m,,,,bey,,,,,
PRS6716Marcopou,Marcopoulos ,,,,,m,,,,,,,,,
PRS6717MarcosD,Marcos Daoud,,,,,m,,,, sch. ,,,,,
PRS6718Marcus,Marcus, Cressida,,,,f,,,, sch. ,,,,,
PRS6719Marcus,Marcus, Harold Golden,,,,m,,,, sch. ,,,,,
PRS6720Mardassa,Mardassaa Ǧootee,,,,,m,,,, fit. ,,,,,
PRS6721Mared,Märʿǝd,,,,,m,,,, däǧǧ. ,,,,,
PRS6722Mared,Märʿǝd Bǝrru,,,,,m,,,, lord ,,,,,
PRS6723Maredha,Märǝd Ḫaylu,,Märʿed Ḫaylu,,,m,,,, ras ,,,,,
PRS6724MaredMa,Märǝd Mängäša,,,,,m,,,, mil. ,,,,,
PRS6725MaredS,Märʿed Sälomon,,,,,m,,,, ayte ,,,,,
PRS6726MaredWa,Märǝd Wäldä Arägay,,Merid Wolde Aregay,,,m,,,, sch. ,,,,,
PRS6727Mares,Mares, Manuel de,,,,m,,,, mus. ,,,,,
PRS6728Mareyye,Marǝyye Gugsa,,,,,m,,,, ras ,,,,,
PRS6729Margarea,Margarean, Polos,,,,m,,,, env. ,,,,,
PRS6730Margaret,Margaret of Austria ,,,,,f,,,, princess ,Duchess of Savoy,,,,
PRS6731Margheri,Margherita di Savoia,,,,,m,,, wife Umberto I ,,,,,,
PRS6732Marguili,Marguilies, Zvi,,,,m,,,, rabbi ,,,,,
PRS6733MarhaKr,Märḥa Krǝstos,,Fǝṣṣum Bǝrhan Yared,,,m,,,, bishop ,,,,,
PRS6734MarhaKr,Märḥa Krǝstos,,Yǝmrǝḥanna Krǝstos,,,m,,,, ǝḉḉ. ,,,,,
PRS6735Marhase,Märḥa Ṣǝyon,,,,,m,,,, abbot ,,,,,
PRS6736Mariana,Mariana, Juan de,,,,m,,,, wr. ,,,,,
PRS6737MariaAn,Maria Anna of Savoy,,Marianne of Savoy,,,f,,,, empress ,,,,,
PRS6738MariaTh,Maria Theresa of Austria,,,,,f,,,, empress ,,,,,
PRS6739MarieBe,Marie-Bernard,,,,,f,,,, miss. ,,,,,
PRS6740Marina,Marina,,,,,f,,,, princess ,,,,,
PRS6741Marina,Marina,,,,,f,,,, St. ,,,,,
PRS6742Marinell,Marinelli, Giovanni,,,,m,,,, geog. ,,,,,
PRS6743Marinell,Marinelli, Olinto,,,,m,,,, sch. ,,,,,
PRS6744Marinett,Marinetti, Filippo Tommaso,,,,m,,,, wr. ,,,,,
PRS6745Marinoni,Marinoni, Luigi,,,,m,,,, eccl.,,,,,
PRS6746Marinos,Marinos of Tyros,,,,,m,,,, wr. ,,,,,
PRS6747Marinozz,Marinozzi, Domenico,,,,m,,,, miss. ,,,,,
PRS6748Mariotti,Mariotti, Oreste,,,,m,,,, mil. ,,,,,
PRS6749Marjorib,Marjoribanks, John,,,,m,,,, wr. ,,,,,
PRS6750Mark,Mark,,,,,m,,,, acolyte ,,,,,
PRS6751Mark,Mark,,Mark the Evangelist,,,m,,,, St.,,,,,
PRS6752Mark,Mark,,,,,m,,,, Patriarch of Alexandria ,,,,,
PRS6753MarkII,Mark II,,,,,m,,,, Patriarch of Alexandria  ,,,,,
PRS6754MarkIV,Mark IV,,,,,m,,,, Patriarch of Alexandria  ,,,,,
PRS6755MarkVII,Mark VIII,,,,,m,,,, Patriarch of Alexandria ,,,,,
PRS6756Markthe,Mark the Hermit ,,,,,m,,,,,,,,,
PRS6757Markabs,Märkäb Ṣäggaye,,,,,m,,,, wr. ,,,,,
PRS6758Markanis,Markaniš bint Karniyāl ,,,,,m,,,,,,,,,
PRS6759Markeza,Märkeza,,,,,f,,, wife Ḥarbay ,,,,,,
PRS6760Markham,Markham, Clemens,,,,m,,,, mil.,,,,,
PRS6761Marle,Marle,,,,,m,,,, anc. ,,,,,
PRS6762Marley,Marley, Bob,,,,m,,,, mus. ,,,,,
PRS6763Marno,Marno, Ernst,,,,m,,,, trav. ,,,,,
PRS6764Maroni,Märoni,,,,,m,,,, nǝguś ,,,,,
PRS6765Marqorew,Märqorewos,,,,,m,,,, šum , abet.,,,,
PRS6766Marqorew,Märqorewos,,Märqoryos,,,m,,,, abunä,,d. 1975,,,
PRS6767Marqorew,Märqorewos,,,,,m,,,, patriarch  ,,,,,
PRS6768Marqorew,Märqorewos,,,,,m,,,, St. ,,,Däbrä Dǝmaḥ,,
PRS6769Marqoryo,Märqoryos,,,,,m,,, disc. Tadewos ,,,,,,
PRS6770Marqos,Marqos,,,,,m,,,, bishop (Bägemdǝr and Sǝmen) ,,,Bägemder,,
PRS6771Marqos,Marqos,,,,,m,,,, bishop (Eritrea) ,,,Eritrea,,
PRS6772Marqos,Marqos,,,,,m,,,, bishop (Goǧǧam) ,,,Gojjam,,
PRS6773Marqos,Marqos,,,,,m,,, fath. Bäṣälotä Mikaʾel ,,,,,,
PRS6774Marqos,Marqos [I],,,,,m,,,, metr. ,,d.1530,,,
PRS6775Marqos,Marqos [II],,,,,m,,,, metr.,,d. 1582,,,
PRS6776Marqos,Marqos [III],,,,,m,,,, metr.,,d. 1648,,,
PRS6777Marqos,Marqos [IV],,,,,m,,,, metr.,,d. 1716,,,
PRS6778Marqos,Marqos,,,,,m,,, son Susǝnyos ,,,,,,
PRS6779Marqos,Marqos,,,,,m,,, son Yaʿǝqob, pretender ,,,,,
PRS6780Marqosb,Marqos b. Qanbar,,,,,m,,,, priest ,,,,,
PRS6781MarqosG,Marqos Gǝrmay,,,,,m,,,, sch. ,,,,,
PRS6782Marquart,Marquart, Joseph,,,,m,,,, sch. ,,,,,
PRS6783Marquord,Marquordt, F.,,,,m,,,, eng. ,,,,,
PRS6784Marrassi,Marrassini, Paolo,,,,m,,,, sch. ,,,,,
PRS6785Marsa,Märša,,,,,m,,,, liq.m. ,,,,,
PRS6786MarsaAk,Märša Akalas,,,,,f,,, moth. Momina ,,,,,,
PRS6787MarsaYo,Märša Yosef,,,,,m,,,, pol. ,,,,,
PRS6788Marsden,Marsden, Phillip,,,,m,,,, wr. ,,,,,
PRS6789Marsee,Märsǝʿe Ḫazän Wäldä Qirqos,,,,,m,,,, blatta ,,,,,
PRS6790Marshall,Marshall, Innes,,,,f,,,, sch. ,,,,,
PRS6791Marshall,Marshall, Jim,,,,m,,,, sch. ,,,,,
PRS6792Marsilio,Marsilio, Marc’Antonio,,,,m,,,, sch. ,,,,,
PRS6793Marsith,Märsit Ḫaylä,,,,,f,,, daugh. Ḫaylä Mikƾaʾel Ǝ󠅡šäte ,,,,,,
PRS6794MarsoBa,Märso Barento,,,,,m,,, fath. Gwangul ,,,,,,
PRS6795Marsoha,Märso Ḫaylä Maryam,,,,,m,,,, däǧǧ. ,,,,,
PRS6796Marta,Marta,,,,,f,,,, ǝtege,,,,,
PRS6797Martaem,Marta Ǝmm󠇝ǝru,,,,,f,,, wife Täʾammǝrat Yǝggäzu ,,,,,,
PRS6798MartaNe,Marta Nǝway,,,,,f,,, wife Ayyälä Gäbrä ,,,,,,
PRS6799MartaWa,Marta Wäldä,,,,,f,,, daugh. Wäldä Giyorgis ,,,,,,
PRS6800Martel,Martel, Charles,,,,m,,,, filmmaker ,,,,,
PRS6801MartinV,Martin V,,,,,m,,,, pope ,,,,,
PRS6802Martin,Martin, François,,,,m,,,, sch. ,,,,,
PRS6803Martin,Martin, György,,,,m,,,, sch. ,,,,,
PRS6804Martinet,Martinet, André,,,,m,,,, sch. ,,,,,
PRS6805Martinez,Martínez, Antoni,,,,m,,,, env. ,,,,,
PRS6806Martinez,Martínez, Pedro,,,,m,,,, rel. ,,,,,
PRS6807Martini,Martini, Ferdinando,,,,m,,,, gov. ,,,,,
PRS6808Martini,Martini, Franco,,,,m,,,, filmmaker ,,,,,
PRS6809Martini,Martini Bernardi, Sebastiano,,,,m,,,, mil. ,,,,,
PRS6810Martinot,Martinotti, F.R.,,,,m,,,, filmmaker ,,,,,
PRS6811Martins,Martins (Martínez), João,,,,m,,,, miss. ,,,,,
PRS6812Martinus,Martinus,,,,,m,,,, bishop ,,,,,
PRS6813Martius,Martius, Albert,,,,m,,,, sch.,,,,,
PRS6814Martucci,Martucci, G.,,,,m,,,, filmmaker ,,,,,
PRS6815Maru,Maru,,,,,m,,,, däǧǧ. ,,d. 1827,,,
PRS6816MaruMer,Maru Mǝrḉa,,,,,m,,,, fit. ,,,,,
PRS6817Maruta,Marûṯâ,,,,,m,,,, merchant ,,,,,
PRS6818Marx,Marx, Karl,,,,m,,,, sch. ,,,,,
PRS6819Mary,Mary,, Maryam,Madonna, Holy Virgin; Dǝngǝl,f,,,, St.,,,,,
PRS6820MaryMag,Mary Magdalene,,Maryam Mägdälawit,,,f,,,, St. ,,,,,
PRS6821Maryof,Mary of Bethany (or Perfumes),,,,,f,,,, bibl. ,,,,,
PRS6822Maryof,Mary of Egypt,,,,,f,,,, St. ,,,,,
PRS6823Maryam,Maryam,,,,,f,,, daugh. Hāšim ,,,,,,
PRS6824MaryamK,Maryam Kǝbra,,,,,f,,, moth. Iyasu ,,,,,,
PRS6825MaryamK,Maryam Kǝbra,,,,,f,,, wife Zena Marqos ,,,,,,
PRS6826MaryamM,Maryam Mogäsa,,,,,f,,, moth. Zärʾa Buruk ,,,,,,
PRS6827Maryams,Maryam Śämrä,,,,,f,,, moth. Śämrä Krǝstos ,,,,,,
PRS6828MaryamS,Maryam Sänna Asfa Wäsän,,,,,f,,,, lǝʿǝlt ,,,,,
PRS6829Maryams,Maryam Śǝna,,,,,f,,,, ǝtege ,,,,,
PRS6830MaryamW,Maryam Wärq Asfaw,,,,,f,,,, wäyz. ,,,,,
PRS6831MaryamZ,Maryam Zämäda,,,,,f,,, moth. Zena Marqos ,,,,,,
PRS6832Maryamaw,Maryamawit,,,,,f,,, moth. Bäkäffa ,,,,,,
PRS6833Maryan,Maryan ʿAbdal Raḥman Ǧibril,,,,,f,,, wife Mǝnilǝk Iyasu ,,,,,,
PRS6834Marzorat,Marzorati, Samuele,,,,m,,,, miss. ,,,,,
PRS6835Masarat,Mäsärät Ṭǝrunäh,,,,,m,,, son Gälanäš Ḥaddis ,,,,,,
PRS6836MasasaG,Mäšäša Gäbru,,,,,m,,, broth. Sǝnǝddu Gäbru ,,,,,,
PRS6837MasasaS,Mäšäša Säyfu,,,,,m,,,, däǧǧ. ,,,,,
PRS6838MasasaT,Mäšäša Tädla,,,,,m,,,, däǧǧ. ,,,,,
PRS6839MasasaT,Mäšäša Tewodros,,,,,m,,,, ras ,,,,,
PRS6840MasasaW,Mäšäša Wälde,,,,,m,,,, däǧǧ. ,,,,,
PRS6841MasasaW,Mäšäša Wärqe,,,,,m,,,, däǧǧ. ,,,,,
PRS6842Mascaren,Mascarenhas, Pedro,,,,m,,,, viceroy ,,,,,
PRS6843Masfen,Mäsfǝn,,,,,m,,,, ras ,,,,,
PRS6844Masfen,Mäsfǝn Bǝrru,,,,,m,,, son Bǝrru Wäldä Gäbrǝʾel ,,,,,,
PRS6845MasfenK,Mäsfǝn Kaśu,,,,,m,,,, pol. ,,,,,
PRS6846MasfenS,Mäsfǝn Sǝläši,,,,,m,,,, ras ,,,,,
PRS6847MasfenW,Mäsfǝn Wäldä Maryam,,,,,m,,,, sch. ,,,,,
PRS6848Masfeyan,Masfǝyanos,,,,,m,,, fath. Gärima ,,,,,,
PRS6849Masgida,Masǧid an-Nūr,,,,,m,,,, rel. ,,,,,
PRS6850Masihawi,Mäsiḥawit,,,,,f,,, daugh. Gälawdewos ,,,,,,
PRS6851Maskaram,Mäskäräm Assägwäd,,,,,m,,,, art. ,,,,,
PRS6852Maskov,Maškov, Viktor,,,,m,,,, mil. ,,,,,
PRS6853MasobaW,Mäsobä Wärq,,,,,f,,, daugh. Dǝlnaʿod ,,,,,,
PRS6854Mason,Mason,,,,,m,,,, bey ,,,,,
PRS6855Masqal,Mäsqäl,,,,,m,,, broth. Zännäb ,,,,,,
PRS6856Masqal,Mäsqäl,,,,,m,,,, priest ,,,,,
PRS6857MasqalB,Mäsqäl Bezanä (Krǝstos Bezanä),,,,,m,,,, St. ,,,,,
PRS6858Masqal,Mäsqäl ʿƎbäya,,,,,m,,,, wäyz. ,,,,,
PRS6859MasqalK,Mäsqäl Kǝbra,,,,,f,,, wife Lalibäla ,,,,,,
PRS6860Massaja,Massaja, Guglielmo,,,,m,,,, miss. ,,,,,
PRS6861Massari,Massari, Alfonso,,,,m,,,, trav. ,,,,,
PRS6862Massery,Massery, Frank W.,,,,m,,,, mil. ,,,,,
PRS6863Massys,Massys, Quentin,,,,m,,,, art. ,,,,,
PRS6864Mastawat,Mästawät,,Mästayät,,,m,,,, ruler ,,,,,
PRS6865Mastema,Mäsṭǝma,,,,,m,,,, rel. ,,,,,
PRS6866Mastroia,Mastroianni, Marcello,,,,m,,,, act. ,,,,,
PRS6867Mastrope,Mastropetro,,,,,m,,,, comp. ,,,,,
PRS6868alMasu,al-Masʿūdī,,Abū l-Ḥasan ʿAlī b. al-Ḫusayn al-Masʿūdī,,,m,,,, wr. ,,,,,
PRS6869MataDwa,Mata Dwane, James,,,,m,,,, rel. ,,,,,
PRS6870Matakkal,Mätäkkäl,,,,,m,,,, anc. ,,,,,
PRS6871Matakko,Mätäkko,,,,,m,,,, mil. ,,,,,
PRS6872Matakko,Mätäkko,,,,,m,,, son Śärḍä Dǝngǝl ,,,,,,
PRS6873Mate,Mate,,,,,m,,,, káwo ,,,,,
PRS6874Mateus,Mateus,,,,,m,,,, env. ,,,,,
PRS6875Matewos,Matewos,,,,,m,,,, abbot of Däbrä Dima  ,,,,,
PRS6876Matewos,Matewos,,,,,m,,,, bishop, metr. ,d. 1926,,,
PRS6877Matewos,Matewos,,,,,m,,,, bishop,,, Jerusalem  ,,
PRS6878Matewos,Matewos,,,,,m,,,, bishop,,, Zǝqwala  ,,
PRS6879Matewos,Matewos,,,,,m,,,, däbtära ,,,,,
PRS6880Matewos,Matewos,,,,,m,,,, gärad ,,,,,
PRS6881Matewos,Matewos,,,,,m,,,, gov.  ,,,,,
PRS6882Matewos,Matewos,,,,,m,,,, märigeta ,,,,,
PRS6883Matewos,Matewos,,,,,m,,,, nǝburä ǝd ,,,,,
PRS6884Matewos,Matewos,,,,,m,,,, “ṗaṗṗas” ,,,,,
PRS6885Matewos,Matewos,,,,,m,,,, qes ḥaḍe ,,,,,
PRS6886Matewos,Matewos,,,,,m,,,, zändäraba ,,,,,
PRS6887Matewos,Matewos of Asfoni,,,,,m,,,, St. ,,,,,
PRS6888Matewos,Matewos of Bärbäre,,,,,m,,,, monk ,,,,,
PRS6889Matewos,Matewos “the Egyptian”,,,,,m,,,, monk ,,,,,
PRS6890Matewos,Matewos Ḥagos,,,,,m,,,, sch. ,,,,,
PRS6891Mathew,Mathew, David,,,,m,,,, sch.,,,,,
PRS6892Mathew,Mathew,Charles,,,,m,,,, jur. ,Sir,,,,
PRS6893Mathias,Mathias, Ludovicus,,,,m,,,, eccl. ,,,,,
PRS6894Matos,Matos, Diogo de,,,,m,,,, miss. ,,,,,
PRS6895Matsuda,Matsuda, Hiroshi,,,,m,,,, sch. ,,,,,
PRS6896Mattaal,Mattā al-Maskīn,,,,,m,,,, abbot ,,,,,
PRS6897Mattanb,Mattān b. ʿUṯmān,,,,,m,,,, chief ,,,,,
PRS6898Matte,Matte, Lucien,,,,m,,,, rel. ,,,,,
PRS6899Matteucc,Matteucci, Pellegrino,,,,m,,,, expl. ,,,,,
PRS6900Matthan,Matthan,,,,,m,,,, bibl. ,,,,,
PRS6901Matthew,Matthew,,,,,m,,,, anchorite ,,,,,
PRS6902Matthew,Matthew,,,,,m,,,, Evangelist ,,,,,
PRS6903Matthew,Matthew (Matewos) I,,,,,m,,,, patriarch ,,,,,
PRS6904Matthew,Matthew (Matewos) II,,,,,m,,,, patriarch ,,,,,
PRS6905Matthew,Matthew (Matewos) III,,,,,m,,,, patriarch ,,,,,
PRS6906Matthew,Matthew (Matewos) IV,,,,,m,,,, patriarch ,,,,,
PRS6907Matthew,Matthew, A.C.,,,,m,,,, rel. ,,,,,
PRS6908Matthew,Matthew, Austin Frederick,,,,m,,,, miss. ,,,,,
PRS6909Matthews,Matthews, Derek H.,,,,m,,,, arch. ,,,,,
PRS6910Matthews,Matthews, Herbert,,,,m,,,, jour. ,,,,,
PRS6911Matyas,Matyas,,,,,m,,, disc. Zämikaʾǝl Arägawi ,,,,,,
PRS6912Matyas,Matyas,,,,,m,,,, metr. ,,,,,
PRS6913Matyas,Matyas,,,,,m,,,, miss. ,,,,,
PRS6914Matyas,Matyas,,,,,m,,,, monk ,,,,,
PRS6915Maud,Maud, Philip,,,,m,,,, mil. ,,,,,
PRS6916Maugham,Maugham, Somerset,,,,m,,,, wr. ,,,,,
PRS6917Maupassa,Maupassant, Guy de,,,,m,,,, lit. ,,,,,
PRS6918Maurette,Maurette, Fernand,,,,m,,,, sch. ,,,,,
PRS6919Maurice,Maurice,,,,,m,,,, emp. ,,,,,
PRS6920Maurice,Maurice, Jack,,,,m,,,, mil. ,,,,,
PRS6921Mauritiu,Mauritius,,,,,m,,,, St. ,,,,,
PRS6922Mauro,Mauro, Ledru,,,,m,,,, art. ,,,,,
PRS6923Mauroda,Mauro da Leonessa,,,,,m,,,, sch. ,,,,,
PRS6924Maurus,Maurus, Johannes,,,,m,,,, statesman ,,,,,
PRS6925Mauss,Mauss, Marcel,,,,m,,,, sch. ,,,,,
PRS6926Mawhubb,Mawhūb b. Manṣūr b. Mufarriǧ,,,,,m,,,, theol. ,,,,,
PRS6927Maxamed,Maxamed Daahir Afrax,,,,,m,,,, wr. ,,,,,
PRS6928Maxentiu,Maxentius,,,,,m,,,, emp. ,,,,,
PRS6929Maximili,Maximilian I Joseph of Bavaria ,,,,,m,,,,,,,,,
PRS6930Maximili,Maximilian of Saxony,,,,,m,,,, prince ,,,,,
PRS6931Maximinu,Maximinus,,,,,m,,,, emp.,,,,,
PRS6932Maxwell,Maxwell,,,,,m,,,, doctor ,,,,,
PRS6933May,May, Karl,,,,m,,,, wr. ,,,,,
PRS6934MayIdli,May Idlibī,,,,,f,,, daugh. Ḥaṣīb Idlibī ,,,,,,
PRS6935Mayer,Mayer, Adolf Jakob,,,,m,,,, dipl. ,,,,,
PRS6936Mayer,Mayer, Desta,,,,f,,, daugh. Adolf Jakob Mayer ,,,,,,
PRS6937Mayer,Mayer, Hanna,,,,f,,, daugh. Johannes Mayer ,,,,,,
PRS6938Mayer,Mayer, Jakob,,,,m,,,, miss. ,,,,,
PRS6939Mayer,Mayer, Johann Friedrich,,,,m,,,, sch. ,,,,,
PRS6940Mayer,Mayer, Johannes,,,,m,,,, miss. ,,,,,
PRS6941Mayer,Mayer, Lydia,,,,f,,, daugh. Johannes Mayer ,,,,,,
PRS6942Mayer,Mayer, Menen,,,,f,,, daugh. Adolf Jakob Mayer ,,,,,,
PRS6943Mayer,Mayer, Sara,,,,f,,, wife Johannes Mayer ,,,,,,
PRS6944Mayray,Mayray,,,,,m,,,, anc. ,,,,,
PRS6945Mayu,Māyū,,,,,m,,, fath. ʿAlī ,,,,,,
PRS6946Mayut,Mayuṭ,,,,,m,,,, king ,,,,,
PRS6947Mazammer,Mäzämmǝr,,,,,m,,,, ruler ,,,,,
PRS6948Mazammir,Mazammir Haabta Durii,,,,,m,,, fath. Mammo Mäzämmǝr ,,,,,,
PRS6949Mazangiy,Mazängiya,,,,,f,,, wife Gäbrä Ḥanna ,,,,,,
PRS6950Mazarin,Mazarin, Jules,,,,m,,,, eccl. ,,,,,
PRS6951Mazgaba,Mäzgäbä Śǝllase,,,,,m,,,, abunä ,,,,,
PRS6952Mazgabu,Mäzgäbu Abatä,,,,,m,,,, wr. ,,,,,
PRS6953Mazhar,Maẓhar,, Maẓhar Aḥmed,,,m,,,, bey ,,,,,
PRS6954MazmurZ,Mäzmur Zädawit,,Mäzmur Dawit,,,m,,,, aläqa ,,,,,
PRS6955Mazmura,Mäzmurä Dǝngǝl,,,,,m,,,, monk ,,,,,
PRS6956Mazmura,Mäzmurä Krǝstos,,,,,m,,,, monk ,,,,,
PRS6957Mazraet,Mäzraʾǝtä Krǝstos,,,,,m,,,, gov. ,,,,,
PRS6958Mazraet,Mäzraʾǝtä Krǝstos,,Korno, Mäzrate,,m,,,, monk ,,,,,
PRS6959Mazzoni,Mazzoni, Giulio,,,,m,,,, art. ,,,,,
PRS6960Mbiyana,Mbiyana Ngidi,,,,,m,,,, miss. ,,,,,
PRS6961MbiyuKo,Mbiyu Koinage,,,,,m,,,, pol.,,,,,
PRS6962Mboya,Mboya, Tom,,,,m,,,, pol. ,,,,,
PRS6963McCannS,McCann Smith, Mason,,,,m,,,, wr. ,,,,,
PRS6964McCarthy,McCarthy,,,,,m,,,, mil. ,,,,,
PRS6965McClella,McClellan, Charles W.,,,,m,,,, sch.,,,,,
PRS6966McGeough,McGeough, Giuseppe,,,,m,,,, eccl. ,,,,,
PRS6967Medici,Medici, Catherine de’,,,,f,,,, noblewoman ,,,,,
PRS6968Medici,Medici, Giuliano de’,,,,f,,,, nobleman ,,,,,
PRS6969Medici,Medici, Ippolito de’,,,,m,,,, eccl. ,,,,,
PRS6970Medici,Medici, Lorenzo de’,,,,m,,,, nobleman ,,,,,
PRS6971Medici,Medici, Maria de’ ,,,,f,,,,,,,,,
PRS6972Medina,Medina,,,,,f,,, sis. ʿAlī Mirāḥ b. Ḥanfaɖé ,,,,,,
PRS6973Medr,Mǝdr,,,,,m,,,, rel. ,,,,,
PRS6974Meellad,Mǝʾǝllad Wäldä Sǝʾul,,,,,m,,,, wäyz. ,,,,,
PRS6975MeemMa,Mǝʿem Mäḥaza,,,,,m,,,, jur. ,,,,,
PRS6976Meenam,Mǝʿǝnam,,,,,m,,,, ligaba ,,,,,
PRS6977MeuzBa,Mǝʿuz Bäyyänä,,,,,m,,,, qäññ. ,,,,,
PRS6978Meherka,Mǝhǝrka Dǝngǝl,,,,,m,,,, abba ,,,,,
PRS6979Meherka,Mǝhǝrka Tewodros,,,,,m,,, son Tewodros ,,,,,,
PRS6980Mehmad,Mehmad,,Bimaddo, Mähmad,,m,,,, garaad ,,,,,
PRS6981Mehmedz,Meḥmed Ẓillī,,,,,m,,,, derwīš ,,,,,
PRS6982MehratK,Mǝḥrät Käbbädä,,,,,m,,,, art. ,,,,,
PRS6983Meinhof,Meinhof, Carl,,,,m,,,, sch. ,,,,,
PRS6984Meissner,Meissner, Bruno,,,,m,,,, sch. ,,,,,
PRS6985Melancht,Melanchthon, Philipp,,,,m,,,, rel. ,,,,,
PRS6986Melania,Melania of Rome (the Elder) ,,,,,m,,,,,,,,,
PRS6987MelatHa,Mǝlat Habte,,,,,m,,,, sch.,,,,,
PRS6988Melchize,Melchizedek,,Mälkä Ṣedeq,,,m,,,, lit. ,,,,,
PRS6989MeleseG,Melese Getu,,,,,m,,,, sch. ,,,,,
PRS6990Meletius,Meletius,,,,,m,,,, patriarch of Antioch ,,,,,
PRS6991Melga,Mǝlgaʾ,,,,,m,,,, anc. ,,,,,
PRS6992Melitoo,Melito of Sardis,,,,,m,,,, pseudo ,,,,,
PRS6993Melkiyan,Mǝlkiyanos,,,,,m,,,, monk ,,,,,
PRS6994Melyos,Melyos (Miliyos),,,,,m,,,, priest ,,,,,
PRS6995Memnon,Memnon,,,,,m,,,, lit. ,,,,,
PRS6996MenYeca,Mǝn Yǝčale,,,,,f,,, moth. Yonaʾƾel ,,,,,,
PRS6997MenYele,Mǝn Yǝlǝḥeq,,,,,m,,,, ruler ,,,,,
PRS6998Mena,Mena, Fernando de,,,,m,,,, lit. ,,,,,
PRS6999Menam,Mǝnam,,,,,m,,,, mil. ,,,,,
PRS7000MenasM,Menas,,Minas,,,m,,,, St. ,,,,,
PRS7001Menas,Menas,,,,,m,,,, trader ,,,,,
PRS7002Mendes,Mendes, Afonso,Mendez,,,m,,,, miss. ,,,,,
PRS7003Meneguzz,Meneguzzi, Liduina,,,,m,,,, St. ,,,,,
PRS7004Meneses,Meneses, Frei Aleixo de,,,,m,,,, eccl. ,,,,,
PRS7005Menilek,Mǝnilǝk I,, Mǝnyǝlǝk,Ǝbnä Ḥakim,,m,,,, ruler ,,,,,
PRS7006Menilek,Mǝnilǝk II,, Śahlä Maryam, Mǝnilǝk of Šäwa,,m,,,, aṣe ,,,,,
PRS7007Menilek,Mǝnilǝk Iyasu,,Mǝnilǝk III,,,m,,, son lǝǧ Iyasu ,,,,,,
PRS7008MenkerA,Mǝnkǝr Arägawi,,,,,m,,, son Mikaʾel Arägawi ,,,,,,
PRS7009Mentaye,Mǝntaye,,,,,f,,, moth. Wǝbe Ḫaylä Maryam ,,,,,,
PRS7010Mentewwa,Mǝntǝwwab,,,,,f,,, daugh. Mikaʾel ʿAli ,,,,,,
PRS7011Mentewwa,Mǝntǝwwab,,,,,f,,, daugh. Tänaññä Wärq Ḫaylä Śǝllase ,,,,,,
PRS7013Mentewwa,Mǝntǝwwab,,,,,f,,, wife Wäldä Śǝllase ,,,,,,
PRS7014Mentewwa,Mǝntǝwwab,,,,,f,,, wife Mäkwännǝn Wäldä Mikaʾel ,,,,,,
PRS7015Mentewwa,Mǝntǝwwab Täklä Haymanot,,,,,f,,, daugh. Täklä Haymanot ,,,,,,
PRS7016Mentewwa,Mǝntǝwwab Täkle,,,,,f,,, moth. Kǝfle Wädaǧo ,,,,,,
PRS7017Merab,Mérab, Paul (Pierre Etienne),,,,m,,,, sch. ,,,,,
PRS7018MercaWa,Mǝrḉa Wäldä Kidan,,,,,m,,,, šum tämben ,,,,,
PRS7019MercaWa,Mǝrḉa Wärqe,,,,,m,,,, liq.m. ,,,,,
PRS7020Mercatel,Mercatelli, Luigi,,,,m,,,, journ. ,,,,,
PRS7021Mercator,Mercator, Gerhard,,,,m,,,, cart. ,,,,,
PRS7022Mercer,Mercer, Samuel A.B.,,,,m,,,, sch. ,,,,,
PRS7023Mercier,Mercier, Jacques,,,,m,,,, sch. ,,,,,
PRS7024Mercurio,Mercurios Philopater,,,,,m,,,, martyr ,,,,,
PRS7025Mercury,Mercury,, Märqorewos,Mercurius,,m,,,, St. ,,,,,
PRS7026Mereweth,Merewether, William Lockyer,,,,m,,,, mil. ,,,,,
PRS7027Meroni,Meroni,,,,,m,,,, nǝguś ,,,,,
PRS7028Meropius,Meropius,,,,,m,,,, philos. ,,,,,
PRS7029Merri,Merri,,,,,m,,,, šayḫ ,,,,,
PRS7030Mersit,Mǝrṣit,,,,,f,,, wife Schimper ,,,,,,
PRS7031Mersith,Mǝrṣit Ḫaylä Mikaʾel,,,,,f,,,, wäyz. ,,,,,
PRS7032MerusYe,Mǝruṣ Yǝ󱹭fṭär,,,,,m,,,, athlete ,,,,,
PRS7033Mesganna,Mǝsganna,,,,,m,,,, rel. ,,,,,
PRS7034Mesgena,Mǝsgǝna Täḵästä,,,,,m,,,, wr. ,,,,,
PRS7035Meskab,Mǝskab,,,,,f,,, wife Ḫaylu Yosedeq ,,,,,,
PRS7036Messedag,Messedaghoi, Giacomo Bartolomeo,,,,m,,,, med. ,,,,,
PRS7037Messing,Messing, Simon David,,,,m,,,, sch. ,,,,,
PRS7038Messmer,Messmer, Pierre August Joseph,,,,m,,,, pol. ,,,,,
PRS7039Mestira,Mǝśṭirä Śǝllase,,,,,f,,, wife Yoḥannǝs IV ,,,,,,
PRS7040Metterni,Metternich, Klemens von,,,,m,,,, prince ,,,,,
PRS7041MeuzBa,Mǝʿuz Bäyyänä,,,,,m,,,, qäññ. ,,,,,
